"germination_position_ID","germination_seedling_ID","species","functional_group","date_measurement","date_sowing","collector","seed_origin","height_vegetative_str","leaf_length1","leaf_length2","leaf_length3","number_leaves","dry_mass"
"CHE.hi.exp2.warm.bare.01.051","CHE.hi.exp2.warm.bare.01.051.2","plamed","forb",2023-09-05,2022-10-10,"EI","collected",8,8,8,7,6,0.0122
"CHE.hi.exp2.warm.vege.01.041","CHE.hi.exp2.warm.vege.01.041.1","salpra","forb",2023-09-04,2022-10-10,"EI","collected",12,11,9,7,4,0.0027
"CHE.hi.exp2.warm.vege.01.044","CHE.hi.exp2.warm.vege.01.044.1","salpra","forb",2023-09-04,2022-10-10,"EI","collected",13,12,8,10,4,0.0013
"CHE.hi.exp2.warm.vege.01.121","CHE.hi.exp2.warm.vege.01.121.1","medlup","legume",2023-09-04,2022-10-10,"EI","collected",15,4,3,NA,2,8e-04
"CHE.hi.exp2.warm.vege.01.037","CHE.hi.exp2.warm.vege.01.037.1","medlup","legume",2023-09-04,2022-10-10,"EI","collected",15,4,5,NA,2,0.0021
"CHE.hi.exp2.warm.vege.01.018","CHE.hi.exp2.warm.vege.01.018.1","medlup","legume",2023-09-04,2022-10-10,"EI","collected",10,3,2,NA,3,0.0019
"CHE.hi.exp2.warm.vege.01.102","CHE.hi.exp2.warm.vege.01.102.1","medlup","legume",2023-09-04,2022-10-10,"EI","collected",15,2,1,NA,2,1e-04
"CHE.hi.exp2.warm.vege.01.084","CHE.hi.exp2.warm.vege.01.084.1","medlup","legume",2023-09-04,2022-10-10,"EI","collected",35,5,5,NA,2,0.0023
"CHE.hi.exp2.warm.vege.01.060","CHE.hi.exp2.warm.vege.01.060.1","medlup","legume",2023-09-04,2022-10-10,"EI","collected",20,2,NA,NA,1,0.001
"CHE.hi.exp2.warm.vege.01.057","CHE.hi.exp2.warm.vege.01.057.1","medlup","legume",2023-09-04,2022-10-10,"EI","collected",23,3,4,NA,2,0.0016
"CHE.hi.exp2.warm.vege.01.013","CHE.hi.exp2.warm.vege.01.013.1","broere","graminoid",2023-09-04,2022-10-10,"EI","commercial",40,33,30,NA,2,4e-04
"CHE.hi.exp2.warm.vege.01.030","CHE.hi.exp2.warm.vege.01.030.1","broere","graminoid",2023-09-04,2022-10-10,"EI","commercial",80,63,46,24,3,0.0051
"CHE.hi.exp2.warm.vege.01.072","CHE.hi.exp2.warm.vege.01.072.1","broere","graminoid",2023-09-04,2022-10-10,"EI","commercial",107,54,87,75,3,0.0107
"CHE.hi.exp2.warm.vege.01.090","CHE.hi.exp2.warm.vege.01.090.1","scacol","forb",2023-09-04,2022-10-10,"EI","collected",14,13,11,11,4,0.0021
"CHE.hi.exp2.warm.bare.01.002","CHE.hi.exp2.warm.bare.01.002.1","salpra","forb",2023-09-05,2022-10-10,"EI","collected",16,13,12,12,6,0.0188
"CHE.hi.exp2.warm.bare.01.041","CHE.hi.exp2.warm.bare.01.041.1","salpra","forb",2023-09-05,2022-10-10,"EI","collected",15,14,15,NA,2,0.0049
"CHE.hi.exp2.warm.bare.01.044","CHE.hi.exp2.warm.bare.01.044.1","salpra","forb",2023-09-05,2022-10-10,"EI","collected",20,17,15,16,8,0.0393
"CHE.hi.exp2.warm.vege.01.017","CHE.hi.exp2.warm.vege.01.017.1","daucar","forb",2023-09-04,2022-10-10,"EI","collected",26,21,18,NA,2,0.002
"CHE.hi.exp2.warm.vege.01.020","CHE.hi.exp2.warm.vege.01.020.1","daucar","forb",2023-09-04,2022-10-10,"EI","collected",19,13,12,NA,2,NA
"CHE.hi.exp2.warm.vege.01.040","CHE.hi.exp2.warm.vege.01.040.1","daucar","forb",2023-09-04,2022-10-10,"EI","collected",23,17,2,NA,2,1e-04
"CHE.hi.exp2.warm.vege.01.082","CHE.hi.exp2.warm.vege.01.082.1","daucar","forb",2023-09-04,2022-10-10,"EI","collected",13,10,12,NA,2,NA
"CHE.hi.exp2.warm.vege.01.101","CHE.hi.exp2.warm.vege.01.101.1","daucar","forb",2023-09-04,2022-10-10,"EI","collected",44,35,20,20,3,0.0017
"CHE.hi.exp2.warm.vege.01.104","CHE.hi.exp2.warm.vege.01.104.1","daucar","forb",2023-09-04,2022-10-10,"EI","collected",23,20,12,NA,2,NA
"CHE.hi.exp2.warm.vege.01.125","CHE.hi.exp2.warm.vege.01.125.1","daucar","forb",2023-09-04,2022-10-10,"EI","collected",22,14,16,NA,2,2e-04
"CHE.lo.exp2.ambi.vege.01.106","CHE.lo.exp2.ambi.vege.01.106.2","scacol","forb",2023-09-04,2022-10-10,"EI","collected",64,62,46,43,4,0.0242
"CHE.lo.exp2.ambi.vege.01.119","CHE.lo.exp2.ambi.vege.01.119.1","scacol","forb",2023-09-04,2022-10-10,"EI","collected",106,94,89,81,7,0.2478
"CHE.lo.exp2.ambi.vege.01.113","CHE.lo.exp2.ambi.vege.01.113.1","scacol","forb",2023-09-04,2022-10-10,"EI","collected",98,52,58,56,12,0.3056
"CHE.lo.exp2.ambi.vege.01.106","CHE.lo.exp2.ambi.vege.01.106.1","scacol","forb",2023-09-04,2022-10-10,"EI","collected",141,94,102,75,18,0.8909
"CHE.lo.exp2.ambi.vege.01.003","CHE.lo.exp2.ambi.vege.01.003.1","plamed","forb",2023-09-04,2022-10-10,"EI","collected",17,16,10,7,3,6e-04
"CHE.lo.exp2.ambi.vege.01.008","CHE.lo.exp2.ambi.vege.01.008.1","plamed","forb",2023-09-04,2022-10-10,"EI","collected",14,13,4,NA,2,1e-04
"CHE.lo.exp2.ambi.vege.01.009","CHE.lo.exp2.ambi.vege.01.009.1","plamed","forb",2023-09-04,2022-10-10,"EI","collected",11,11,10,7,3,0.001
"CHE.lo.exp2.ambi.vege.01.021","CHE.lo.exp2.ambi.vege.01.021.1","plamed","forb",2023-09-04,2022-10-10,"EI","collected",9,8,4,NA,2,1e-04
"CHE.lo.exp2.ambi.vege.01.024","CHE.lo.exp2.ambi.vege.01.024.1","plamed","forb",2023-09-04,2022-10-10,"EI","collected",14,13,8,3,3,1e-04
"CHE.lo.exp2.ambi.vege.01.093","CHE.lo.exp2.ambi.vege.01.093.1","plamed","forb",2023-09-04,2022-10-10,"EI","collected",10,10,NA,NA,1,1e-04
"CHE.lo.exp2.ambi.vege.01.092","CHE.lo.exp2.ambi.vege.01.092.1","plamed","forb",2023-09-04,2022-10-10,"EI","collected",10,8,8,7,3,NA
"CHE.lo.exp2.ambi.vege.01.105","CHE.lo.exp2.ambi.vege.01.105.1","plamed","forb",2023-09-04,2022-10-10,"EI","collected",16,16,15,NA,2,0.0013
"CHE.lo.exp2.ambi.vege.01.010","CHE.lo.exp2.ambi.vege.01.010.1","salpra","forb",2023-09-04,2022-10-10,"EI","collected",18,17,13,NA,2,0.0014
"CHE.lo.exp2.ambi.vege.01.019","CHE.lo.exp2.ambi.vege.01.019.1","salpra","forb",2023-09-04,2022-10-10,"EI","collected",15,15,NA,NA,1,0.001
"CHE.lo.exp2.ambi.vege.01.041","CHE.lo.exp2.ambi.vege.01.041.1","salpra","forb",2023-09-04,2022-10-10,"EI","collected",12,12,10,8,3,0.0014
"CHE.lo.exp2.ambi.vege.01.086","CHE.lo.exp2.ambi.vege.01.086.1","salpra","forb",2023-09-04,2022-10-10,"EI","collected",17,15,15,12,6,0.0032
"CHE.lo.exp2.ambi.vege.01.103","CHE.lo.exp2.ambi.vege.01.103.1","salpra","forb",2023-09-04,2022-10-10,"EI","collected",14,13,12,NA,2,0.0017
"CHE.lo.exp2.ambi.vege.01.001","CHE.lo.exp2.ambi.vege.01.001.1","brapin","graminoid",2023-09-04,2022-10-10,"EI","collected",30,28,17,NA,2,2e-04
"CHE.lo.exp2.ambi.vege.01.107","CHE.lo.exp2.ambi.vege.01.107.1","silvul","forb",2023-09-04,2022-10-10,"EI","collected",23,10,7,10,4,0.0013
"CHE.lo.exp2.ambi.vege.01.055","CHE.lo.exp2.ambi.vege.01.055.1","broere","graminoid",2023-09-04,2022-10-10,"EI","commercial",113,90,59,NA,2,0.0076
"CHE.lo.exp2.ambi.vege.01.111","CHE.lo.exp2.ambi.vege.01.111.1","broere","graminoid",2023-09-04,2022-10-10,"EI","commercial",92,80,30,NA,2,0.0031
"CHE.lo.exp2.ambi.vege.01.040","CHE.lo.exp2.ambi.vege.01.040.1","daucar","forb",2023-09-04,2022-10-10,"EI","collected",26,13,13,11,3,1e-04
"CHE.lo.exp2.ambi.vege.01.124","CHE.lo.exp2.ambi.vege.01.124.1","daucar","forb",2023-09-04,2022-10-10,"EI","collected",35,21,16,18,3,0.0012
"CHE.lo.exp2.ambi.vege.01.012","CHE.lo.exp2.ambi.vege.01.012.1","cenjac","forb",2023-09-04,2022-10-10,"EI","commercial",76,74,55,36,3,0.0179
"CHE.lo.exp2.ambi.vege.01.012","CHE.lo.exp2.ambi.vege.01.012.2","cenjac","forb",2023-09-04,2022-10-10,"EI","commercial",47,46,21,25,3,0.0056
"CHE.lo.exp2.ambi.vege.01.028","CHE.lo.exp2.ambi.vege.01.028.1","cenjac","forb",2023-09-04,2022-10-10,"EI","commercial",39,39,31,NA,2,0.0027
"CHE.lo.exp2.ambi.vege.01.042","CHE.lo.exp2.ambi.vege.01.042.1","cenjac","forb",2023-09-04,2022-10-10,"EI","commercial",67,65,43,31,3,0.0108
"CHE.lo.exp2.ambi.vege.01.080","CHE.lo.exp2.ambi.vege.01.080.1","cenjac","forb",2023-09-04,2022-10-10,"EI","commercial",24,24,NA,NA,1,0.0019
"CHE.lo.exp2.ambi.vege.01.037","CHE.lo.exp2.ambi.vege.01.037.1","medlup","legume",2023-09-04,2022-10-10,"EI","collected",27,4,3,NA,3,0.0022
"CHE.lo.exp2.ambi.vege.01.102","CHE.lo.exp2.ambi.vege.01.102.1","medlup","legume",2023-09-04,2022-10-10,"EI","collected",39,5,2,NA,2,0.0025
"CHE.lo.exp2.ambi.bare.01.013","CHE.lo.exp2.ambi.bare.01.013.1","broere","graminoid",2023-09-04,2022-10-10,"EI","commercial",134,104,110,74,5,0.0377
"CHE.lo.exp2.ambi.bare.01.013","CHE.lo.exp2.ambi.bare.01.013.2","broere","graminoid",2023-09-04,2022-10-10,"EI","commercial",175,154,115,122,8,0.1116
"CHE.lo.exp2.ambi.bare.01.013","CHE.lo.exp2.ambi.bare.01.013.3","broere","graminoid",2023-09-04,2022-10-10,"EI","commercial",132,105,90,66,4,0.032
"CHE.lo.exp2.ambi.bare.01.049","CHE.lo.exp2.ambi.bare.01.049.1","silvul","forb",2023-09-04,2022-10-10,"EI","collected",97,29,29,30,38,0.1473
"CHE.lo.exp2.ambi.bare.01.049","CHE.lo.exp2.ambi.bare.01.049.2","silvul","forb",2023-09-04,2022-10-10,"EI","collected",28,28,27,26,8,0.0186
"CHE.lo.exp2.ambi.bare.01.088","CHE.lo.exp2.ambi.bare.01.088.1","silvul","forb",2023-09-04,2022-10-10,"EI","collected",35,31,24,23,44,0.2063
"CHE.lo.exp2.ambi.bare.01.077","CHE.lo.exp2.ambi.bare.01.077.1","scacol","forb",2023-09-04,2022-10-10,"EI","collected",37,34,35,28,6,0.0748
"CHE.lo.exp2.ambi.bare.01.101","CHE.lo.exp2.ambi.bare.01.101.1","daucar","forb",2023-09-04,2022-10-10,"EI","collected",88,75,82,78,8,0.4145
"CHE.hi.exp2.ambi.vege.01.008","CHE.hi.exp2.ambi.vege.01.008.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",3,3,3,2,3,2e-04
"CHE.hi.exp2.ambi.vege.01.024","CHE.hi.exp2.ambi.vege.01.024.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",7,6,6,3,3,6e-04
"CHE.hi.exp2.ambi.vege.01.045","CHE.hi.exp2.ambi.vege.01.045.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",9,8,7,6,3,0.0017
"CHE.hi.exp2.ambi.vege.01.051","CHE.hi.exp2.ambi.vege.01.051.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",9,8,6,5,3,4e-04
"CHE.hi.exp2.ambi.vege.01.066","CHE.hi.exp2.ambi.vege.01.066.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",15,11,5,7,3,0.0011
"CHE.hi.exp2.ambi.vege.01.087","CHE.hi.exp2.ambi.vege.01.087.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",8,8,5,6,3,6e-04
"CHE.hi.exp2.ambi.vege.01.092","CHE.hi.exp2.ambi.vege.01.092.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",13,12,7,6,5,0.0022
"CHE.hi.exp2.ambi.vege.01.108","CHE.hi.exp2.ambi.vege.01.108.1","plamed","forb",2023-08-31,2022-10-10,"EI","collected",12,11,9,7,3,0.002
"CHE.hi.exp2.ambi.vege.01.074","CHE.hi.exp2.ambi.vege.01.074.1","silvul","forb",2023-08-31,2022-10-10,"EI","collected",8,5,6,3,4,4e-04
"CHE.hi.exp2.ambi.vege.01.091","CHE.hi.exp2.ambi.vege.01.091.1","silvul","forb",2023-08-31,2022-10-10,"EI","collected",6,5,5,3,4,1e-04
"CHE.hi.exp2.ambi.vege.01.037","CHE.hi.exp2.ambi.vege.01.037.1","medlup","legume",2023-08-31,2022-10-10,"EI","collected",11,3,4,NA,2,0.0017
"CHE.hi.exp2.ambi.vege.01.084","CHE.hi.exp2.ambi.vege.01.084.1","medlup","legume",2023-08-31,2022-10-10,"EI","collected",22,4,5,3,3,0.0023
"CHE.hi.exp2.ambi.vege.01.121","CHE.hi.exp2.ambi.vege.01.121.1","medlup","legume",2023-08-31,2022-10-10,"EI","collected",41,4,3,2,3,0.0021
"CHE.hi.exp2.ambi.vege.01.125","CHE.hi.exp2.ambi.vege.01.125.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",28,27,15,NA,2,4e-04
"CHE.hi.exp2.ambi.vege.01.101","CHE.hi.exp2.ambi.vege.01.101.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",40,38,34,17,3,0.0017
"CHE.hi.exp2.ambi.vege.01.062","CHE.hi.exp2.ambi.vege.01.062.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",30,26,22,NA,2,0.0013
"CHE.hi.exp2.ambi.vege.01.059","CHE.hi.exp2.ambi.vege.01.059.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",42,33,32,17,3,0.0022
"CHE.hi.exp2.ambi.vege.01.040","CHE.hi.exp2.ambi.vege.01.040.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",23,12,10,13,4,NA
"CHE.hi.exp2.ambi.vege.01.082","CHE.hi.exp2.ambi.vege.01.082.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",25,22,20,NA,2,NA
"CHE.hi.exp2.ambi.vege.01.020","CHE.hi.exp2.ambi.vege.01.020.1","scacol","forb",2023-08-31,2022-10-10,"EI","collected",37,32,28,25,11,0.0828
"CHE.hi.exp2.ambi.vege.01.039","CHE.hi.exp2.ambi.vege.01.039.1","brapin","graminoid",2023-08-31,2022-10-10,"EI","collected",21,15,15,NA,2,0.0013
"CHE.hi.exp2.ambi.vege.01.043","CHE.hi.exp2.ambi.vege.01.043.1","brapin","graminoid",2023-08-31,2022-10-10,"EI","collected",29,24,13,NA,2,NA
"CHE.hi.exp2.ambi.vege.01.047","CHE.hi.exp2.ambi.vege.01.047.1","brapin","graminoid",2023-08-31,2022-10-10,"EI","collected",61,51,39,NA,2,0.002
"CHE.hi.exp2.ambi.vege.01.100","CHE.hi.exp2.ambi.vege.01.100.1","brapin","graminoid",2023-08-31,2022-10-10,"EI","collected",41,17,34,NA,2,0.002
"CHE.hi.exp2.ambi.vege.01.110","CHE.hi.exp2.ambi.vege.01.110.1","brapin","graminoid",2023-08-31,2022-10-10,"EI","collected",41,33,19,NA,2,1e-04
"CHE.hi.exp2.ambi.vege.01.013","CHE.hi.exp2.ambi.vege.01.013.1","broere","graminoid",2023-08-31,2022-10-10,"EI","commercial",76,67,35,14,3,0.0043
"CHE.hi.exp2.ambi.vege.01.027","CHE.hi.exp2.ambi.vege.01.027.1","broere","graminoid",2023-08-31,2022-10-10,"EI","commercial",50,35,32,27,4,0.0047
"CHE.hi.exp2.ambi.vege.01.010","CHE.hi.exp2.ambi.vege.01.010.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",13,12,8,9,3,0.0057
"CHE.hi.exp2.ambi.vege.01.019","CHE.hi.exp2.ambi.vege.01.019.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",8,6,6,5,5,0.0034
"CHE.hi.exp2.ambi.vege.01.041","CHE.hi.exp2.ambi.vege.01.041.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",19,19,12,12,3,0.004
"CHE.hi.exp2.ambi.vege.01.044","CHE.hi.exp2.ambi.vege.01.044.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",9,9,8,8,4,0.0036
"CHE.hi.exp2.ambi.vege.01.052","CHE.hi.exp2.ambi.vege.01.052.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",9,8,8,7,4,0.0029
"CHE.hi.exp2.ambi.vege.01.094","CHE.hi.exp2.ambi.vege.01.094.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",12,12,11,12,4,0.0025
"CHE.hi.exp2.ambi.vege.01.012","CHE.hi.exp2.ambi.vege.01.012.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",33,33,31,21,3,0.0032
"CHE.hi.exp2.ambi.vege.01.028","CHE.hi.exp2.ambi.vege.01.028.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",29,28,15,18,4,0.0051
"CHE.hi.exp2.ambi.vege.01.038","CHE.hi.exp2.ambi.vege.01.038.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",30,29,23,15,4,0.0059
"CHE.hi.exp2.ambi.vege.01.042","CHE.hi.exp2.ambi.vege.01.042.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",41,39,34,25,4,0.0069
"CHE.hi.exp2.ambi.vege.01.054","CHE.hi.exp2.ambi.vege.01.054.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",31,31,26,17,4,0.0064
"CHE.hi.exp2.ambi.vege.01.070","CHE.hi.exp2.ambi.vege.01.070.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",38,36,20,8,4,0.0044
"CHE.hi.exp2.ambi.vege.01.080","CHE.hi.exp2.ambi.vege.01.080.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",29,28,26,17,3,0.0021
"CHE.hi.exp2.ambi.vege.01.096","CHE.hi.exp2.ambi.vege.01.096.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",40,40,38,22,3,0.0042
"CHE.hi.exp2.ambi.bare.01.027","CHE.hi.exp2.ambi.bare.01.027.1","broere","graminoid",2023-08-31,2022-10-10,"EI","commercial",156,152,84,NA,2,0.0183
"CHE.hi.exp2.ambi.bare.01.005","CHE.hi.exp2.ambi.bare.01.005.1","broere","graminoid",2023-08-31,2022-10-10,"EI","commercial",32,31,29,31,3,0.0038
"CHE.hi.exp2.ambi.bare.01.068","CHE.hi.exp2.ambi.bare.01.068.1","broere","graminoid",2023-08-31,2022-10-10,"EI","commercial",30,30,26,18,3,0.0047
"CHE.hi.exp2.ambi.bare.01.085","CHE.hi.exp2.ambi.bare.01.085.1","broere","graminoid",2023-08-31,2022-10-10,"EI","commercial",21,18,17,14,3,0.005
"CHE.hi.exp2.ambi.bare.01.119","CHE.hi.exp2.ambi.bare.01.119.1","scacol","forb",2023-08-31,2022-10-10,"EI","collected",12,11,7,8,5,0.0109
"CHE.hi.exp2.ambi.bare.01.028","CHE.hi.exp2.ambi.bare.01.028.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",25,24,23,18,6,0.0326
"CHE.hi.exp2.ambi.bare.01.122","CHE.hi.exp2.ambi.bare.01.122.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",28,28,27,23,5,0.0244
"CHE.hi.exp2.ambi.bare.01.070","CHE.hi.exp2.ambi.bare.01.070.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",36,34,34,27,5,0.0449
"CHE.hi.exp2.ambi.bare.01.054","CHE.hi.exp2.ambi.bare.01.054.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",33,31,30,27,7,0.0604
"CHE.hi.exp2.ambi.bare.01.112","CHE.hi.exp2.ambi.bare.01.112.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",47,45,41,35,5,0.0642
"CHE.hi.exp2.ambi.bare.01.042","CHE.hi.exp2.ambi.bare.01.042.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",48,47,39,35,5,0.06
"CHE.hi.exp2.ambi.bare.01.038","CHE.hi.exp2.ambi.bare.01.038.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",40,40,38,40,5,0.0458
"CHE.hi.exp2.ambi.bare.01.012","CHE.hi.exp2.ambi.bare.01.012.1","cenjac","forb",2023-08-31,2022-10-10,"EI","commercial",13,11,13,11,5,0.0096
"CHE.hi.exp2.ambi.bare.01.053","CHE.hi.exp2.ambi.bare.01.053.2","hypper","forb",2023-08-31,2022-10-10,"EI","collected",15,5,5,4,10,0.0038
"CHE.hi.exp2.ambi.bare.01.118","CHE.hi.exp2.ambi.bare.01.118.1","hypper","forb",2023-08-31,2022-10-10,"EI","collected",20,6,7,6,10,0.0058
"CHE.hi.exp2.ambi.bare.01.076","CHE.hi.exp2.ambi.bare.01.076.1","hypper","forb",2023-08-31,2022-10-10,"EI","collected",11,7,7,5,6,0.0052
"CHE.hi.exp2.ambi.bare.01.073","CHE.hi.exp2.ambi.bare.01.073.1","hypper","forb",2023-08-31,2022-10-10,"EI","collected",16,6,6,5,8,0.0039
"CHE.hi.exp2.ambi.bare.01.067","CHE.hi.exp2.ambi.bare.01.067.1","hypper","forb",2023-08-31,2022-10-10,"EI","collected",21,5,5,6,8,0.0036
"CHE.hi.exp2.ambi.bare.01.056","CHE.hi.exp2.ambi.bare.01.056.1","hypper","forb",2023-08-31,2022-10-10,"EI","collected",26,8,7,8,12,0.0094
"CHE.hi.exp2.ambi.bare.01.053","CHE.hi.exp2.ambi.bare.01.053.1","hypper","forb",2023-08-31,2022-10-10,"EI","collected",19,5,6,5,10,0.0049
"CHE.hi.exp2.ambi.bare.01.025","CHE.hi.exp2.ambi.bare.01.025.1","hypper","forb",2023-08-31,2022-10-10,"EI","collected",14,4,4,3,8,0.003
"CHE.hi.exp2.ambi.bare.01.015","CHE.hi.exp2.ambi.bare.01.015.1","medlup","legume",2023-08-31,2022-10-10,"EI","collected",27,8,7,7,4,0.0214
"CHE.hi.exp2.ambi.bare.01.037","CHE.hi.exp2.ambi.bare.01.037.1","medlup","legume",2023-08-31,2022-10-10,"EI","collected",23,6,6,5,4,0.0117
"CHE.hi.exp2.ambi.bare.01.121","CHE.hi.exp2.ambi.bare.01.121.1","medlup","legume",2023-08-31,2022-10-10,"EI","collected",36,7,7,7,5,0.0203
"CHE.hi.exp2.ambi.bare.01.060","CHE.hi.exp2.ambi.bare.01.060.1","medlup","legume",2023-08-31,2022-10-10,"EI","collected",25,9,10,9,5,0.037
"CHE.hi.exp2.ambi.bare.01.084","CHE.hi.exp2.ambi.bare.01.084.1","medlup","legume",2023-08-31,2022-10-10,"EI","collected",42,9,11,11,11,0.1196
"CHE.hi.exp2.ambi.bare.01.099","CHE.hi.exp2.ambi.bare.01.099.1","medlup","legume",2023-08-31,2022-10-10,"EI","collected",38,11,7,7,6,0.04
"CHE.hi.exp2.ambi.bare.01.079","CHE.hi.exp2.ambi.bare.01.079.1","medlup","legume",2023-08-31,2022-10-10,"EI","collected",11,5,5,3,5,0.0137
"CHE.hi.exp2.ambi.bare.01.121","CHE.hi.exp2.ambi.bare.01.121.2","medlup","legume",2023-08-31,2022-10-10,"EI","collected",26,6,6,5,4,0.0111
"CHE.hi.exp2.ambi.bare.01.018","CHE.hi.exp2.ambi.bare.01.018.1","medlup","legume",2023-08-31,2022-10-10,"EI","collected",25,6,6,5,4,0.0118
"CHE.hi.exp2.ambi.bare.01.125","CHE.hi.exp2.ambi.bare.01.125.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",16,13,14,11,4,0.005
"CHE.hi.exp2.ambi.bare.01.101","CHE.hi.exp2.ambi.bare.01.101.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",15,15,12,11,5,0.0135
"CHE.hi.exp2.ambi.bare.01.082","CHE.hi.exp2.ambi.bare.01.082.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",31,31,28,24,4,0.0259
"CHE.hi.exp2.ambi.bare.01.062","CHE.hi.exp2.ambi.bare.01.062.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",25,25,21,18,4,0.0212
"CHE.hi.exp2.ambi.bare.01.059","CHE.hi.exp2.ambi.bare.01.059.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",34,29,28,23,4,0.0354
"CHE.hi.exp2.ambi.bare.01.040","CHE.hi.exp2.ambi.bare.01.040.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",31,28,27,31,4,0.0232
"CHE.hi.exp2.ambi.bare.01.020","CHE.hi.exp2.ambi.bare.01.020.1","daucar","forb",2023-08-31,2022-10-10,"EI","collected",20,20,18,20,7,0.0207
"CHE.hi.exp2.ambi.bare.01.020","CHE.hi.exp2.ambi.bare.01.020.2","daucar","forb",2023-08-31,2022-10-10,"EI","collected",21,21,18,17,5,0.0173
"CHE.hi.exp2.ambi.bare.01.091","CHE.hi.exp2.ambi.bare.01.091.1","silvul","forb",2023-08-31,2022-10-10,"EI","collected",13,13,11,12,8,0.0186
"CHE.hi.exp2.ambi.bare.01.088","CHE.hi.exp2.ambi.bare.01.088.1","silvul","forb",2023-08-31,2022-10-10,"EI","collected",17,14,15,14,10,0.0251
"CHE.hi.exp2.ambi.bare.01.074","CHE.hi.exp2.ambi.bare.01.074.1","silvul","forb",2023-08-31,2022-10-10,"EI","collected",16,13,9,12,8,0.014
"CHE.hi.exp2.ambi.bare.01.004","CHE.hi.exp2.ambi.bare.01.004.1","silvul","forb",2023-08-31,2022-10-10,"EI","collected",10,9,10,9,6,0.011
"CHE.hi.exp2.ambi.bare.01.023","CHE.hi.exp2.ambi.bare.01.023.1","silvul","forb",2023-08-31,2022-10-10,"EI","collected",10,10,9,9,6,0.0081
"CHE.hi.exp2.ambi.bare.01.032","CHE.hi.exp2.ambi.bare.01.032.1","silvul","forb",2023-08-31,2022-10-10,"EI","collected",11,10,8,9,6,0.0106
"CHE.hi.exp2.ambi.bare.01.049","CHE.hi.exp2.ambi.bare.01.049.1","silvul","forb",2023-08-31,2022-10-10,"EI","collected",9,8,9,9,4,0.0056
"CHE.hi.exp2.ambi.bare.01.065","CHE.hi.exp2.ambi.bare.01.065.1","silvul","forb",2023-08-31,2022-10-10,"EI","collected",7,7,5,6,6,0.0063
"CHE.hi.exp2.ambi.bare.01.019","CHE.hi.exp2.ambi.bare.01.019.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",11,10,10,9,6,0.0177
"CHE.hi.exp2.ambi.bare.01.086","CHE.hi.exp2.ambi.bare.01.086.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",12,12,10,9,4,0.0162
"CHE.hi.exp2.ambi.bare.01.094","CHE.hi.exp2.ambi.bare.01.094.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",9,8,7,8,4,0.009
"CHE.hi.exp2.ambi.bare.01.103","CHE.hi.exp2.ambi.bare.01.103.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",13,12,11,12,4,0.0213
"CHE.hi.exp2.ambi.bare.01.010","CHE.hi.exp2.ambi.bare.01.010.1","salpra","forb",2023-08-31,2022-10-10,"EI","collected",13,11,9,7,5,0.0163
