"","Species","Min_Altitude","Max_Altitude","Avg_Altitude","SpeciesAverageCover","NumberOfSites","AltitudeRange"
"592","Chamorchis.alpina..L...Rich.",2034.8,2205.1,2119.95,0.1,2,170.3
"593","Loiseleuria.procumbens..L...Desv.",2034.8,2038.4,2036.6,1,2,3.60000000000014
"594","Onobrychis.montana.DC.",2034.8,2249.4,2142.1,0.3,2,214.6
"595","Astragalus.australis..L...Lam.",2143.1,2249.4,2190.14,0.74,5,106.3
"596","Euphrasia.salisburgensis.Hoppe",1436.8,2499.4,2134.32173913043,0.347826086956522,69,1062.6
"597","Senecio.doronicum..L...L.",1951,2348.5,2106.53888888889,0.222222222222222,18,397.5
"598","Prunus.spinosa.L.",888.2,888.2,888.2,12,1,0
"599","Quercus.robur.L.",630.7,888.2,741.566666666667,41.8333333333333,3,257.5
"600","Myosotis.scorpioides.aggr.",1745.8,1745.8,1745.8,0.5,1,0
"601","Gentiana.purpurea.L.",1848.2,2202.1,1944.6,1.4,4,353.9
"602","Pyrola.minor.L.",2074.4,2202.1,2138.25,0.3,2,127.7
"603","Festuca.filiformis.Pourr.",2177,2177,2177,0.5,1,0
"604","Saxifraga.rotundifolia.L.",1520,2177,1938.775,0.525,4,657
"605","Asplenium.ruta.muraria.L.",893.7,2084,1252.34,0.1,5,1190.3
"606","Leontodon.incanus..L...Schrank",662.8,1997.2,1315.43333333333,2.06666666666667,3,1334.4
"607","Achnatherum.calamagrostis..L...P..Beauv.",725.4,1860.6,1284.44285714286,7.65714285714286,7,1135.2
"608","Erigeron.acris.L.",725.4,725.4,725.4,0.1,1,0
"609","Senecio.abrotanifolius.L.",1973.8,2115.2,2027.83333333333,1.75,6,141.4
"610","Orthilia.secunda..L...House",912,912,912,0.5,1,0
"611","Galium.rubrum.aggr.",746,905.9,825.95,0.3,2,159.9
"612","Cerastium.arvense.subsp..strictum..W..D..J..Koch..Schinz...R..Keller",1857.9,1857.9,1857.9,0.1,1,0
"613","Thalictrum.minus.subsp..saxatile.Ces.",1750,1750,1750,0.1,1,0
"614","Phleum.hirsutum.Honck.",1670.3,2233.3,1997.35454545455,0.890909090909091,22,563
"615","Draba.aizoides.L.",2090.8,2254.7,2174.26666666667,0.166666666666667,6,163.9
"616","Poa.badensis.aggr.",1286.3,2090.8,1688.55,0.3,2,804.5
"617","Juniperus.communis.subsp..alpina.Čelak.",1968.1,1968.1,1968.1,5,1,0
"618","Vaccinium.gaultherioides.Bigelow",1968.1,1968.1,1968.1,1,1,0
"619","Sempervivum.tectorum.L.",1873,2348.5,2102.14,0.446666666666667,15,475.5
"620","Sedum.album.L.",1286.3,1887.6,1586.95,1.05,2,601.3
"621","Biscutella.laevigata.L.",1873,2184.4,2064.28,0.22,10,311.4
"622","Leontodon.incanus..L...Schrank.subsp..incanus",2026.8,2026.8,2026.8,1,1,0
"623","Saxifraga.caesia.L.",2026.8,2351.3,2227.56,0.44,5,324.5
"624","Rhododendron.hirsutum.L.",1898.6,2080.8,2019.88,2.3,5,182.2
"625","Carex.firma.Host",1909.2,2381.7,2201.03703703704,4.09259259259259,27,472.5
"626","Carex.ornithopodioides.Hausm.",2044.1,2125.8,2084.95,0.55,2,81.7000000000003
"627","Erigeron.neglectus.A..Kern.",2125.8,2352.9,2203.43333333333,1.66666666666667,3,227.1
"628","Leontodon.montanus.Lam.",2121.6,2499.4,2364.74,0.62,5,377.8
"629","Pinus.mugo.Turra",2079.7,2115.5,2093.775,6.775,4,35.8000000000002
"630","Arctostaphylos.uva.ursi..L...Spreng.",2115.5,2176.2,2145.85,23,2,60.6999999999998
"631","Gymnadenia.odoratissima..L...Rich.",1711.6,1711.6,1711.6,0.1,1,0
"632","Carex.parviflora.Host",2044.1,2736.2,2290.86,0.96,5,692.1
"633","Leucanthemopsis.alpina..L...Heywood",2736.2,2736.2,2736.2,0.1,1,0
"634","Salix.serpillifolia.Scop.",2352.9,2736.2,2509.23333333333,7.66666666666667,3,383.3
"635","Saxifraga.exarata.subsp..moschata..Wulfen..Cavill.",2736.2,2736.2,2736.2,0.5,1,0
"636","Saxifraga.oppositifolia.L.",2206.5,2736.2,2412.52222222222,0.988888888888889,9,529.7
"637","Sedum.atratum.L.",1989,2736.2,2196.31818181818,0.1,11,747.2
"638","Sibbaldia.procumbens.L.",2219.8,2736.2,2478,0.55,2,516.4
"639","Cerastium.latifolium.L.",2346.4,2560.4,2450.425,0.825,4,214
"640","Galium.megalospermum.All.",2033.3,2560.4,2286.21111111111,0.311111111111111,9,527.1
"641","Poa.minor.Gaudin",2206.5,2560.4,2340.53333333333,0.233333333333333,3,353.9
"642","Thlaspi.rotundifolium..L...Gaudin",2231.9,2560.4,2396.28571428571,0.214285714285714,7,328.5
"643","Trisetum.distichophyllum..Vill...P..Beauv.",2071.1,2560.4,2321.63333333333,0.988888888888889,9,489.3
"644","Athamanta.cretensis.L.",2013.1,2352.9,2190.5,0.2,4,339.8
"645","Erigeron.glabratus.Bluff...Fingerh.",2176.2,2176.2,2176.2,1,1,0
"646","Kernera.saxatilis..L...Sweet",2176.2,2183.4,2179.8,0.1,2,7.20000000000027
"647","Arctostaphylos.alpina..L...Spreng.",2205.1,2205.1,2205.1,7,1,0
"648","Saxifraga.aizoides.L.",2205.1,2499.4,2329.89,0.45,10,294.3
"649","Gentiana.aspera.Hegetschw.",2144.4,2261.5,2190.775,0.2,4,117.1
"650","Gypsophila.repens.L.",2143.1,2261.5,2202.3,0.3,2,118.4
"651","Leontodon.hispidus.subsp..hyoseroides..Rchb...Murr",2261.5,2261.5,2261.5,0.1,1,0
"652","Leucanthemum.halleri..Vitman..Ducommun",2261.5,2390.6,2332.83333333333,0.533333333333333,3,129.1
"653","Ranunculus.alpestris.L.",2171.2,2499.4,2303.22857142857,0.457142857142857,14,328.2
"654","Antennaria.carpatica..Wahlenb...Bluff...Fingerh.",2269.3,2427,2348.15,0.3,2,157.7
"655","Hedysarum.hedysaroides..L...Schinz...Thell.",2254.9,2427,2351.9,0.2,4,172.1
"656","Hieracium.bifidum.aggr.",2244.1,2427,2335.55,0.1,2,182.9
"657","Epilobium.angustifolium.L.",2033.3,2033.3,2033.3,0.1,1,0
"658","Festuca.pulchella.Schrad.",1879.9,2221.3,2069.4,1.75,4,341.4
"659","Arenaria.ciliata.L.",1978.7,2183.4,2088.575,0.1,4,204.7
"660","Veronica.fruticulosa.L.",2172.8,2219.8,2196.3,0.1,2,47
"661","Hieracium.villosum.Jacq.",2184.4,2184.4,2184.4,0.5,1,0
"662","Tofieldia.calyculata..L...Wahlenb.",2074.4,2361.9,2188.575,0.2,4,287.5
"663","Taraxacum.alpinum.aggr.",2211.6,2211.6,2211.6,0.5,1,0
"664","Epilobium",2030.1,2030.1,2030.1,0.1,1,0
"665","Sagina",2030.1,2030.1,2030.1,0.5,1,0
"666","Salix.hastata.L.",2071.7,2071.7,2071.7,3,1,0
"667","Ranunculus",1470.1,1470.1,1470.1,0.1,1,0
"668","Achillea.atrata.L.",2206.5,2499.4,2358.5,0.2,4,292.9
"669","Arabis.alpina.L.",1887.6,2346.4,2147.55,0.166666666666667,6,458.8
"670","Cystopteris.alpina..Lam...Desv.",2221.3,2233.3,2227.3,0.1,2,12
"671","Doronicum.grandiflorum.Lam.",2221.3,2346.4,2270.7,0.2,4,125.1
"672","Festuca.alpina.Suter",2221.3,2499.4,2360.35,0.3,2,278.1
"673","Saxifraga.exarata.Vill.",1989,2346.4,2196.18333333333,0.616666666666667,6,357.4
"674","Linaria.alpina..L...Mill.",2231.9,2254.7,2243.3,1,2,22.7999999999997
"675","Moehringia.ciliata..Scop...Dalla.Torre",1887.6,2499.4,2293.725,1.95,8,611.8
"676","Silene.vulgaris.subsp..glareosa..Jord...Marsden.Jones...Turrill",1648.8,2281.8,2104.65,2.375,4,633
"677","Pedicularis",2346.4,2346.4,2346.4,0.1,1,0
"678","Pritzelago.alpina..L...Kuntze",2346.4,2346.4,2346.4,0.1,1,0
"679","Agrostis.rupestris.All.",2499.4,2499.4,2499.4,0.1,1,0
"680","Linum.alpinum.Jacq.",2281.8,2281.8,2281.8,0.1,1,0
"681","Myosotis",1410.4,1410.4,1410.4,0.1,1,0
"682","Euphrasia.hirtella.Reut.",1961.6,2038.4,2011.475,0.2,4,76.8000000000002
"683","Rhinanthus",1977.8,1977.8,1977.8,0.5,1,0
"684","Poa.cenisia.All.",2481.2,2481.2,2481.2,0.1,1,0
"685","Minuartia.sedoides..L...Hiern",2330.2,2438.6,2384.4,0.55,2,108.4
"686","Goodyera.repens..L...R..Br.",1146.9,1146.9,1146.9,1.5,1,0
"687","Campanula.rapunculoides.L.",974.1,974.1,974.1,0.5,1,0
"688","Atropa.bella.donna.L.",1326.6,1326.6,1326.6,1,1,0
"689","Polystichum.aculeatum..L...Roth",1326.6,1326.6,1326.6,0.5,1,0
"690","Thesium.rostratum.Mert....W..D..J..Koch",1221.8,1221.8,1221.8,0.1,1,0
"691","Acer.opalus.Mill.",1399.9,1515,1457.45,1.05,2,115.1
"692","Aconitum.lycoctonum.L.",1515,1515,1515,0.5,1,0
"693","Phyteuma.ovatum.Honck.",1431.7,1515,1473.35,0.3,2,83.3
"694","Calluna.vulgaris..L...Hull",1953.5,1996.4,1974.95,12,2,42.9000000000001
"695","Lolium.multiflorum.Lam.",630.7,630.7,630.7,0.1,1,0
"696","Sanicula.europaea.L.",630.7,630.7,630.7,0.1,1,0
"697","Cotoneaster",705.8,705.8,705.8,0.5,1,0
"698","Arenaria",2094.8,2094.8,2094.8,0.1,1,0
"699","Betula.pendula.aggr.",617.8,617.8,617.8,5,1,0
"700","Cystopteris.fragilis..L...Bernh.",1887.6,1887.6,1887.6,0.1,1,0
"701","Polystichum.lonchitis..L...Roth",1887.6,1887.6,1887.6,1,1,0
"702","Veronica.urticifolia.Jacq.",727.6,1728.4,1370.0625,0.65,8,1000.8
"703","Achillea.macrophylla.L.",1520,1520,1520,0.5,1,0
"704","Athyrium.filix.femina..L...Roth",1347.4,1520,1433.7,5.25,2,172.6
"705","Ranunculus.lanuginosus.L.",1520,1520,1520,1.5,1,0
"706","Lonicera.alpigena.L.",1399.6,1399.6,1399.6,1,1,0
"707","Aconitum.variegatum.L.",1431.7,1431.7,1431.7,0.5,1,0
"708","Alnus.glutinosa..L...Gaertn.",1350.1,1350.1,1350.1,5,1,0
"709","Polygala.amara.aggr.",1350.1,1350.1,1350.1,0.1,1,0
"710","Molinia.arundinacea.Schrank",1402.1,1402.1,1402.1,4,1,0
"711","Aquilegia.atrata.W..D..J..Koch",1640,1640,1640,0.1,1,0
"712","Thymus.alpestris..Čelak...A..Kern.",1878.8,1878.8,1878.8,3,1,0
"713","Plantago.alpina.L.",1968,1968,1968,1,1,0
"714","Sagina.procumbens.L.",1900.6,1900.6,1900.6,0.1,1,0
"715","Cotoneaster.integerrimus.Medik.",1952.4,1952.4,1952.4,1.5,1,0
"716","Hieracium.pilosum.Froel.",1873,1873,1873,0.5,1,0
"717","Rhamnus.cathartica.L.",715.1,715.1,715.1,0.1,1,0
"718","Soldanella.pusilla.Baumg.",1989,1989,1989,0.1,1,0
"719","Gymnocarpium.robertianum..Hoffm...Newman",1391.6,1687.5,1539.55,5.75,2,295.9
"720","Petasites.paradoxus..Retz...Baumg.",1391.6,1687.5,1539.55,1.75,2,295.9
"721","Sambucus.racemosa.L.",1391.6,1391.6,1391.6,5,1,0
"722","Viola.mirabilis.L.",1391.6,1391.6,1391.6,0.5,1,0
"723","Salix.breviserrata.Flod.",2044.1,2044.1,2044.1,6,1,0
"724","Hypericum",1446.9,1446.9,1446.9,0.1,1,0
"725","Hieracium.glaucum.All.",1860.6,1860.6,1860.6,0.1,1,0
"726","Aster.amellus.L.",869.1,888.7,878.9,2.5,2,19.6
"727","Scabiosa.triandra.L.",869.1,888.7,876.666666666667,1.83333333333333,3,19.6
"728","Sonchus.oleraceus.L.",1347.4,1347.4,1347.4,1.5,1,0
"729","Calamintha.menthifolia.Host",1358.4,1358.4,1358.4,0.1,1,0
"730","Carex.rupestris.All.",2244.1,2302.8,2266.26666666667,1.5,3,58.7000000000003
"731","Huperzia.selago..L...Schrank...Mart.",1036.6,1036.6,1036.6,0.1,1,0
"732","Cephalanthera.damasonium..Mill...Druce",932.6,932.6,932.6,1,1,0
"733","Dryopteris",2458.6,2458.6,2458.6,0.1,1,0
"734","Carex.panicea.L.",1205.4,1205.4,1205.4,0.5,1,0
"735","Galium.saxatile.L.",1337.7,1337.7,1337.7,1,1,0
"736","Laserpitium.gaudinii.Moretti",1337.7,1337.7,1337.7,0.1,1,0
"737","Poa.compressa.L.",614.1,614.1,614.1,5,1,0
"738","Euphorbia.dulcis.L.",621,621,621,0.1,1,0
"739","Lathyrus.niger..L...Bernh.",621,621,621,0.1,1,0
"740","Populus.nigra.aggr.",621,621,621,0.5,1,0
"741","Bromus.hordeaceus.L.",672.7,672.7,672.7,0.1,1,0
"742","Campanula.patula.L.",672.7,672.7,672.7,1,1,0
