"unique_plant_ID","ind_number","species","functional_group","date_measurement","date_planting","collector","height_vegetative_str","vegetative_width","leaf_length1","leaf_length2","leaf_length3","number_leaves"
"CHE.hi.ambi.vege.wf.01.04.1",1,"broere","graminoid",2021-06-23,2021-06-17,"EI",351,NA,307,289,190,5
"CHE.hi.ambi.vege.wf.01.05.1",1,"hypper","forb",2021-06-23,2021-06-17,"EI",60,NA,17,17,18,14
"CHE.hi.ambi.vege.wf.01.06.1",1,"scacol","forb",2021-06-23,2021-06-17,"EI",32,NA,27,23,24,6
"CHE.hi.ambi.vege.wf.01.07.1",1,"broere","graminoid",2021-06-23,2021-06-17,"EI",361,NA,305,328,225,4
"CHE.hi.ambi.vege.wf.01.08.1",1,"brapin","graminoid",2021-06-23,2021-06-17,"EI",204,NA,136,135,73,5
"CHE.hi.ambi.vege.wf.01.09.1",1,"medlup","legume",2021-06-23,2021-06-17,"EI",51,NA,9,9,7,5
"CHE.hi.ambi.vege.wf.01.10.1",1,"plamed","forb",2021-06-23,2021-06-17,"EI",67,NA,65,65,42,5
"CHE.hi.ambi.vege.wf.01.11.2",2,"silvul","forb",2021-06-23,2021-06-23,"EI",78,NA,43,43,41,14
"CHE.hi.ambi.vege.wf.01.12.1",1,"daucar","forb",2021-06-23,2021-06-17,"EI",162,NA,155,155,116,6
"CHE.hi.ambi.vege.wf.01.13.1",1,"daucar","forb",2021-06-23,2021-06-17,"EI",141,NA,129,127,117,6
"CHE.hi.ambi.vege.wf.01.14.1",1,"cenjac","forb",2021-06-23,2021-06-17,"EI",153,NA,145,135,133,6
"CHE.hi.ambi.vege.wf.01.15.1",1,"hypper","forb",2021-06-23,2021-06-17,"EI",63,NA,18,18,16,28
"CHE.hi.ambi.vege.wf.01.16.1",1,"brapin","graminoid",2021-06-23,2021-06-17,"EI",171,NA,127,102,74,5
"CHE.hi.ambi.vege.wf.01.17.1",1,"plamed","forb",2021-06-23,2021-06-17,"EI",41,NA,38,15,5,3
"CHE.hi.ambi.vege.wf.01.18.1",1,"hypper","forb",2021-06-23,2021-06-17,"EI",66,NA,19,18,17,32
"CHE.hi.ambi.vege.wf.01.19.1",1,"salpra","forb",2021-06-23,2021-06-17,"EI",73,NA,66,64,68,8
"CHE.hi.ambi.vege.wf.01.20.1",1,"silvul","forb",2021-06-23,2021-06-17,"EI",66,NA,45,38,46,22
"CHE.hi.ambi.vege.wf.01.21.1",1,"medlup","legume",2021-06-23,2021-06-17,"EI",59,NA,13,12,13,5
"CHE.hi.ambi.vege.wf.01.22.1",1,"silvul","forb",2021-06-23,2021-06-17,"EI",62,NA,40,41,42,12
"CHE.hi.ambi.vege.wf.01.23.1",1,"scacol","forb",2021-06-23,2021-06-17,"EI",45,NA,42,36,32,7
"CHE.hi.ambi.vege.wf.01.24.1",1,"scacol","forb",2021-06-23,2021-06-17,"EI",56,NA,51,50,53,7
"CHE.hi.ambi.vege.wf.01.25.1",1,"cenjac","forb",2021-06-23,2021-06-17,"EI",133,NA,125,118,117,6
"CHE.hi.ambi.vege.wf.01.26.1",1,"salpra","forb",2021-06-23,2021-06-17,"EI",78,NA,74,77,77,7
"CHE.hi.ambi.vege.wf.01.27.1",1,"medlup","legume",2021-06-23,2021-06-17,"EI",87,NA,17,16,15,6
"CHE.hi.ambi.vege.wf.01.28.1",1,"salpra","forb",2021-06-23,2021-06-17,"EI",61,NA,57,58,56,8
"CHE.hi.ambi.vege.wf.01.29.2",2,"plamed","forb",2021-06-23,2021-06-23,"EI",46,NA,38,37,44,9
"CHE.hi.ambi.vege.wf.01.30.1",1,"cenjac","forb",2021-06-23,2021-06-17,"EI",184,NA,169,137,142,4
"CHE.hi.ambi.bare.wf.01.01.1",1,"brapin","graminoid",2021-06-23,2021-06-17,"PS",159,NA,128,119,80,8
"CHE.hi.ambi.bare.wf.01.02.1",1,"daucar","forb",2021-06-23,2021-06-17,"PS",95,NA,92,77,52,4
"CHE.hi.ambi.bare.wf.01.03.1",1,"broere","graminoid",2021-06-23,2021-06-23,"PS",258,NA,218,182,243,5
"CHE.hi.ambi.bare.wf.01.04.1",1,"broere","graminoid",2021-06-23,2021-06-17,"PS",340,NA,302,267,253,4
"CHE.hi.ambi.bare.wf.01.05.1",1,"hypper","forb",2021-06-23,2021-06-17,"PS",76,NA,19,18,19,22
"CHE.hi.ambi.bare.wf.01.06.1",1,"scacol","forb",2021-06-23,2021-06-17,"PS",23,NA,23,23,10,6
"CHE.hi.ambi.bare.wf.01.07.1",1,"broere","graminoid",2021-06-23,2021-06-17,"PS",392,NA,305,354,NA,151
"CHE.hi.ambi.bare.wf.01.08.1",1,"brapin","graminoid",2021-06-23,2021-06-17,"PS",25,NA,158,160,102,9
"CHE.hi.ambi.bare.wf.01.09.1",1,"medlup","legume",2021-06-23,2021-06-17,"PS",55,NA,10,8,10,6
"CHE.hi.ambi.bare.wf.01.10.1",1,"plamed","forb",2021-06-23,2021-06-17,"PS",45,NA,45,40,34,4
"CHE.hi.ambi.bare.wf.01.11.1",1,"silvul","forb",2021-06-23,2021-06-17,"PS",123,NA,40,39,39,23
"CHE.hi.ambi.bare.wf.01.12.1",1,"daucar","forb",2021-06-23,2021-06-17,"PS",190,NA,176,152,139,5
"CHE.hi.ambi.bare.wf.01.13.1",1,"daucar","forb",2021-06-23,2021-06-17,"PS",188,NA,171,145,141,5
"CHE.hi.ambi.bare.wf.01.14.1",1,"cenjac","forb",2021-06-23,2021-06-17,"PS",157,NA,154,111,119,6
"CHE.hi.ambi.bare.wf.01.15.1",1,"hypper","forb",2021-06-23,2021-06-17,"PS",80,NA,20,20,21,33
"CHE.hi.ambi.bare.wf.01.16.1",1,"brapin","graminoid",2021-06-23,2021-06-17,"PS",247,NA,166,129,88,4
"CHE.hi.ambi.bare.wf.01.17.1",1,"plamed","forb",2021-06-23,2021-06-17,"PS",31,NA,31,22,23,5
"CHE.hi.ambi.bare.wf.01.18.1",1,"hypper","forb",2021-06-23,2021-06-17,"PS",65,NA,18,16,16,17
"CHE.hi.ambi.bare.wf.01.19.1",1,"salpra","forb",2021-06-23,2021-06-17,"PS",73,NA,71,71,49,6
"CHE.hi.ambi.bare.wf.01.20.1",1,"silvul","forb",2021-06-23,2021-06-17,"PS",79,NA,40,39,41,16
"CHE.hi.ambi.bare.wf.01.21.1",1,"medlup","legume",2021-06-23,2021-06-17,"PS",38,NA,9,4,NA,2
"CHE.hi.ambi.bare.wf.01.22.1",1,"silvul","forb",2021-06-23,2021-06-17,"PS",67,NA,32,37,34,15
"CHE.hi.ambi.bare.wf.01.23.1",1,"scacol","forb",2021-06-23,2021-06-17,"PS",23,NA,17,16,13,7
"CHE.hi.ambi.bare.wf.01.24.1",1,"scacol","forb",2021-06-23,2021-06-17,"PS",35,NA,33,34,19,4
"CHE.hi.ambi.bare.wf.01.25.1",1,"cenjac","forb",2021-06-23,2021-06-17,"PS",201,NA,200,161,94,4
"CHE.hi.ambi.bare.wf.01.26.1",1,"salpra","forb",2021-06-23,2021-06-17,"PS",39,NA,31,35,37,9
"CHE.hi.ambi.bare.wf.01.27.1",1,"medlup","legume",2021-06-23,2021-06-17,"PS",53,NA,9,7,NA,2
"CHE.hi.ambi.bare.wf.01.28.1",1,"salpra","forb",2021-06-23,2021-06-17,"PS",67,NA,62,50,56,6
"CHE.hi.ambi.bare.wf.01.29.1",1,"plamed","forb",2021-06-23,2021-06-17,"PS",45,NA,45,42,32,6
"CHE.hi.ambi.bare.wf.01.30.1",1,"cenjac","forb",2021-06-23,2021-06-17,"PS",105,NA,165,132,131,6
"CHE.hi.warm.bare.wf.01.01.1",1,"brapin","graminoid",2021-06-23,2021-06-17,"PS",12,NA,76,66,45,3
"CHE.hi.warm.bare.wf.01.02.2",2,"daucar","forb",2021-06-23,2021-06-23,"PS",164,NA,152,124,84,4
"CHE.hi.warm.bare.wf.01.03.1",1,"broere","graminoid",2021-06-23,2021-06-17,"PS",356,NA,322,249,224,4
"CHE.hi.warm.bare.wf.01.04.1",1,"broere","graminoid",2021-06-23,2021-06-17,"PS",281,NA,253,161,230,4
"CHE.hi.warm.bare.wf.01.05.1",1,"hypper","forb",2021-06-23,2021-06-17,"PS",38,NA,11,12,11,14
"CHE.hi.warm.bare.wf.01.06.1",1,"scacol","forb",2021-06-23,2021-06-17,"PS",28,NA,26,25,24,4
"CHE.hi.warm.bare.wf.01.07.1",1,"broere","graminoid",2021-06-23,2021-06-17,"PS",291,NA,258,268,151,4
"CHE.hi.warm.bare.wf.01.08.1",1,"brapin","graminoid",2021-06-23,2021-06-17,"PS",172,NA,136,112,74,7
"CHE.hi.warm.bare.wf.01.09.1",1,"medlup","legume",2021-06-23,2021-06-17,"PS",65,NA,14,12,12,6
"CHE.hi.warm.bare.wf.01.10.1",1,"plamed","forb",2021-06-23,2021-06-17,"PS",35,NA,33,21,22,4
"CHE.hi.warm.bare.wf.01.11.1",1,"silvul","forb",2021-06-23,2021-06-17,"PS",51,NA,45,43,46,14
"CHE.hi.warm.bare.wf.01.12.2",2,"daucar","forb",2021-06-23,2021-06-23,"PS",160,NA,160,92,88,5
"CHE.hi.warm.bare.wf.01.13.1",1,"daucar","forb",2021-06-23,2021-06-17,"PS",171,NA,160,156,165,4
"CHE.hi.warm.bare.wf.01.14.1",1,"cenjac","forb",2021-06-23,2021-06-17,"PS",150,NA,140,136,138,5
"CHE.hi.warm.bare.wf.01.15.1",1,"hypper","forb",2021-06-23,2021-06-17,"PS",73,NA,19,18,18,24
"CHE.hi.warm.bare.wf.01.16.1",1,"brapin","graminoid",2021-06-23,2021-06-17,"PS",170,NA,134,132,72,5
"CHE.hi.warm.bare.wf.01.17.1",1,"plamed","forb",2021-06-23,2021-06-17,"PS",46,NA,45,33,27,4
"CHE.hi.warm.bare.wf.01.18.1",1,"hypper","forb",2021-06-23,2021-06-17,"PS",80,NA,15,20,18,35
"CHE.hi.warm.bare.wf.01.19.1",1,"salpra","forb",2021-06-23,2021-06-17,"PS",51,NA,50,45,35,6
"CHE.hi.warm.bare.wf.01.20.1",1,"silvul","forb",2021-06-23,2021-06-17,"PS",44,NA,32,22,26,4
"CHE.hi.warm.bare.wf.01.21.2",2,"medlup","legume",2021-06-23,2021-06-23,"PS",72,NA,13,11,10,6
"CHE.hi.warm.bare.wf.01.22.1",1,"silvul","forb",2021-06-23,2021-06-17,"PS",41,NA,24,22,26,10
"CHE.hi.warm.bare.wf.01.23.1",1,"scacol","forb",2021-06-23,2021-06-17,"PS",16,NA,11,12,7,8
"CHE.hi.warm.bare.wf.01.24.1",1,"scacol","forb",2021-06-23,2021-06-17,"PS",32,NA,30,28,20,7
"CHE.hi.warm.bare.wf.01.25.1",1,"cenjac","forb",2021-06-23,2021-06-17,"PS",155,NA,148,127,113,4
"CHE.hi.warm.bare.wf.01.26.1",1,"salpra","forb",2021-06-23,2021-06-17,"PS",50,NA,48,44,40,7
"CHE.hi.warm.bare.wf.01.27.1",1,"medlup","legume",2021-06-23,2021-06-17,"PS",41,NA,10,9,8,4
"CHE.hi.warm.bare.wf.01.28.1",1,"salpra","forb",2021-06-23,2021-06-17,"PS",45,NA,41,44,39,8
"CHE.hi.warm.bare.wf.01.29.1",1,"plamed","forb",2021-06-23,2021-06-17,"PS",54,NA,51,46,21,4
"CHE.hi.warm.bare.wf.01.30.1",1,"cenjac","forb",2021-06-23,2021-06-17,"PS",125,NA,116,113,101,5
"CHE.hi.ambi.vege.wf.02.01.1",1,"brapin","graminoid",2021-06-22,2021-06-17,"EI",238,NA,180,137,70,4
"CHE.hi.ambi.vege.wf.02.02.1",1,"daucar","forb",2021-06-22,2021-06-17,"EI",129,NA,125,98,84,4
"CHE.hi.ambi.vege.wf.02.03.1",1,"broere","graminoid",2021-06-22,2021-06-17,"EI",336,NA,299,232,216,4
"CHE.hi.ambi.vege.wf.02.04.1",1,"broere","graminoid",2021-06-22,2021-06-17,"EI",292,NA,263,187,99,4
"CHE.hi.ambi.vege.wf.02.05.1",1,"hypper","forb",2021-06-22,2021-06-17,"EI",56,NA,16,15,15,14
"CHE.hi.ambi.vege.wf.02.06.1",1,"scacol","forb",2021-06-22,2021-06-17,"EI",37,NA,30,30,18,8
"CHE.hi.ambi.vege.wf.02.07.1",1,"broere","graminoid",2021-06-22,2021-06-17,"EI",298,NA,277,205,124,4
"CHE.hi.ambi.vege.wf.02.08.1",1,"brapin","graminoid",2021-06-22,2021-06-17,"EI",217,NA,177,103,187,5
"CHE.hi.ambi.vege.wf.02.09.1",1,"medlup","legume",2021-06-22,2021-06-17,"EI",81,NA,14,12,11,5
"CHE.hi.ambi.vege.wf.02.10.1",1,"plamed","forb",2021-06-22,2021-06-17,"EI",59,NA,55,41,45,5
"CHE.hi.ambi.vege.wf.02.11.1",1,"silvul","forb",2021-06-22,2021-06-17,"EI",54,NA,38,34,32,12
"CHE.hi.ambi.vege.wf.02.12.1",1,"daucar","forb",2021-06-22,2021-06-17,"EI",170,NA,151,168,136,6
"CHE.hi.ambi.vege.wf.02.13.1",1,"daucar","forb",2021-06-22,2021-06-17,"EI",128,NA,117,106,81,NA
"CHE.hi.ambi.vege.wf.02.14.1",1,"cenjac","forb",2021-06-22,2021-06-17,"EI",151,NA,131,129,104,6
"CHE.hi.ambi.vege.wf.02.15.1",1,"hypper","forb",2021-06-22,2021-06-17,"EI",44,NA,12,11,9,10
"CHE.hi.ambi.vege.wf.02.16.1",1,"brapin","graminoid",2021-06-22,2021-06-17,"EI",179,NA,144,90,81,7
"CHE.hi.ambi.vege.wf.02.17.1",1,"plamed","forb",2021-06-22,2021-06-17,"EI",47,NA,47,38,30,5
"CHE.hi.ambi.vege.wf.02.18.1",1,"hypper","forb",2021-06-22,2021-06-17,"EI",68,NA,20,18,18,25
"CHE.hi.ambi.vege.wf.02.19.1",1,"salpra","forb",2021-06-22,2021-06-17,"EI",62,NA,61,50,42,7
"CHE.hi.ambi.vege.wf.02.20.1",1,"silvul","forb",2021-06-22,2021-06-17,"EI",27,NA,20,19,18,12
"CHE.hi.ambi.vege.wf.02.21.1",1,"medlup","legume",2021-06-22,2021-06-17,"EI",80,NA,15,15,14,NA
"CHE.hi.ambi.vege.wf.02.22.1",1,"silvul","forb",2021-06-22,2021-06-17,"EI",44,NA,32,30,29,11
"CHE.hi.ambi.vege.wf.02.23.1",1,"scacol","forb",2021-06-22,2021-06-17,"EI",33,NA,29,28,24,8
"CHE.hi.ambi.vege.wf.02.24.1",1,"scacol","forb",2021-06-22,2021-06-17,"EI",31,NA,28,29,27,6
"CHE.hi.ambi.vege.wf.02.25.1",1,"cenjac","forb",2021-06-22,2021-06-17,"EI",157,NA,153,107,144,4
"CHE.hi.ambi.vege.wf.02.26.1",1,"salpra","forb",2021-06-22,2021-06-17,"EI",51,NA,50,50,45,8
"CHE.hi.ambi.vege.wf.02.27.1",1,"medlup","legume",2021-06-22,2021-06-17,"EI",76,NA,13,12,12,5
"CHE.hi.ambi.vege.wf.02.28.1",1,"salpra","forb",2021-06-22,2021-06-17,"EI",37,NA,37,34,31,8
"CHE.hi.ambi.vege.wf.02.29.1",1,"plamed","forb",2021-06-22,2021-06-17,"EI",55,NA,51,43,45,6
"CHE.hi.ambi.vege.wf.02.30.1",1,"cenjac","forb",2021-06-22,2021-06-17,"EI",138,NA,134,131,120,6
"CHE.hi.warm.bare.wf.02.01.1",1,"brapin","graminoid",2021-06-23,2021-06-17,"EI",294,NA,162,148,100,7
"CHE.hi.warm.bare.wf.02.02.1",1,"daucar","forb",2021-06-23,2021-06-17,"EI",115,NA,115,113,70,3
"CHE.hi.warm.bare.wf.02.03.1",1,"broere","graminoid",2021-06-23,2021-06-17,"EI",352,NA,311,328,162,6
"CHE.hi.warm.bare.wf.02.04.1",1,"broere","graminoid",2021-06-23,2021-06-17,"EI",489,NA,278,362,433,5
"CHE.hi.warm.bare.wf.02.05.1",1,"hypper","forb",2021-06-23,2021-06-17,"EI",64,NA,19,17,18,16
"CHE.hi.warm.bare.wf.02.06.1",1,"scacol","forb",2021-06-23,2021-06-17,"EI",22,NA,22,18,15,3
"CHE.hi.warm.bare.wf.02.07.1",1,"broere","graminoid",2021-06-23,2021-06-17,"EI",261,NA,230,226,140,5
"CHE.hi.warm.bare.wf.02.08.1",1,"brapin","graminoid",2021-06-23,2021-06-17,"EI",NA,NA,NA,NA,NA,NA
"CHE.hi.warm.bare.wf.02.09.1",1,"medlup","legume",2021-06-23,2021-06-17,"EI",61,NA,11,9,8,4
"CHE.hi.warm.bare.wf.02.10.2",2,"plamed","forb",2021-06-23,2021-06-23,"EI",32,NA,29,31,32,6
"CHE.hi.warm.bare.wf.02.11.1",1,"silvul","forb",2021-06-23,2021-06-17,"EI",85,NA,36,35,29,18
"CHE.hi.warm.bare.wf.02.12.1",1,"daucar","forb",2021-06-23,2021-06-17,"EI",221,NA,211,184,140,6
"CHE.hi.warm.bare.wf.02.13.1",1,"daucar","forb",2021-06-23,2021-06-17,"EI",165,NA,165,116,10,3
"CHE.hi.warm.bare.wf.02.14.1",1,"cenjac","forb",2021-06-23,2021-06-17,"EI",160,NA,133,120,100,4
"CHE.hi.warm.bare.wf.02.15.1",1,"hypper","forb",2021-06-23,2021-06-17,"EI",75,NA,21,19,22,34
"CHE.hi.warm.bare.wf.02.16.1",1,"brapin","graminoid",2021-06-23,2021-06-17,"EI",248,NA,136,157,92,7
"CHE.hi.warm.bare.wf.02.17.1",1,"plamed","forb",2021-06-23,2021-06-17,"EI",54,NA,54,41,26,4
"CHE.hi.warm.bare.wf.02.18.1",1,"hypper","forb",2021-06-23,2021-06-17,"EI",50,NA,17,18,17,11
"CHE.hi.warm.bare.wf.02.19.1",1,"salpra","forb",2021-06-23,2021-06-17,"EI",52,NA,47,48,34,8
"CHE.hi.warm.bare.wf.02.20.1",1,"silvul","forb",2021-06-23,2021-06-17,"EI",76,NA,35,33,37,19
"CHE.hi.warm.bare.wf.02.21.1",1,"medlup","legume",2021-06-23,2021-06-17,"EI",80,NA,15,13,16,8
"CHE.hi.warm.bare.wf.02.22.1",1,"silvul","forb",2021-06-23,2021-06-17,"EI",65,NA,39,38,41,16
"CHE.hi.warm.bare.wf.02.23.1",1,"scacol","forb",2021-06-23,2021-06-17,"EI",31,NA,30,27,30,6
"CHE.hi.warm.bare.wf.02.24.1",1,"scacol","forb",2021-06-23,2021-06-17,"EI",25,NA,23,21,22,8
"CHE.hi.warm.bare.wf.02.25.2",2,"cenjac","forb",2021-06-23,2021-06-23,"EI",121,NA,118,110,85,5
"CHE.hi.warm.bare.wf.02.26.1",1,"salpra","forb",2021-06-23,2021-06-17,"EI",68,NA,65,55,44,6
"CHE.hi.warm.bare.wf.02.27.1",1,"medlup","legume",2021-06-23,2021-06-17,"EI",56,NA,11,10,8,5
"CHE.hi.warm.bare.wf.02.28.1",1,"salpra","forb",2021-06-23,2021-06-17,"EI",60,NA,58,57,41,8
"CHE.hi.warm.bare.wf.02.29.2",2,"plamed","forb",2021-06-23,2021-06-23,"EI",41,NA,39,38,37,7
"CHE.hi.warm.bare.wf.02.30.1",1,"cenjac","forb",2021-06-23,2021-06-17,"EI",164,NA,150,146,80,4
"CHE.hi.ambi.bare.wf.02.01.1",1,"brapin","graminoid",2021-06-22,2021-06-17,"CB",125,NA,105,59,80,6
"CHE.hi.ambi.bare.wf.02.02.1",1,"daucar","forb",2021-06-22,2021-06-17,"CB",175,NA,135,171,127,6
"CHE.hi.ambi.bare.wf.02.03.1",1,"broere","graminoid",2021-06-22,2021-06-17,"CB",276,NA,242,257,127,4
"CHE.hi.ambi.bare.wf.02.04.1",1,"broere","graminoid",2021-06-22,2021-06-17,"CB",266,NA,246,146,160,4
"CHE.hi.ambi.bare.wf.02.05.1",1,"hypper","forb",2021-06-22,2021-06-17,"CB",44,NA,15,16,14,26
"CHE.hi.ambi.bare.wf.02.06.1",1,"scacol","forb",2021-06-22,2021-06-17,"CB",24,NA,26,25,23,4
"CHE.hi.ambi.bare.wf.02.07.1",1,"broere","graminoid",2021-06-22,2021-06-17,"CB",286,NA,198,259,90,4
"CHE.hi.ambi.bare.wf.02.08.1",1,"brapin","graminoid",2021-06-22,2021-06-17,"CB",144,NA,122,61,17,7
"CHE.hi.ambi.bare.wf.02.09.1",1,"medlup","legume",2021-06-22,2021-06-17,"CB",52,NA,12,12,10,4
"CHE.hi.ambi.bare.wf.02.10.1",1,"plamed","forb",2021-06-22,2021-06-17,"CB",59,NA,56,58,50,4
"CHE.hi.ambi.bare.wf.02.11.1",1,"silvul","forb",2021-06-22,2021-06-17,"CB",38,NA,29,28,27,10
"CHE.hi.ambi.bare.wf.02.12.1",1,"daucar","forb",2021-06-22,2021-06-17,"CB",150,NA,149,81,121,5
"CHE.hi.ambi.bare.wf.02.13.1",1,"daucar","forb",2021-06-22,2021-06-17,"CB",184,NA,175,144,148,7
"CHE.hi.ambi.bare.wf.02.14.1",1,"cenjac","forb",2021-06-22,2021-06-17,"CB",131,NA,123,127,108,8
"CHE.hi.ambi.bare.wf.02.15.1",1,"hypper","forb",2021-06-22,2021-06-17,"CB",39,NA,15,14,14,14
"CHE.hi.ambi.bare.wf.02.16.1",1,"brapin","graminoid",2021-06-22,2021-06-17,"CB",236,NA,180,98,85,7
"CHE.hi.ambi.bare.wf.02.17.1",1,"plamed","forb",2021-06-22,2021-06-17,"CB",50,NA,23,40,50,4
"CHE.hi.ambi.bare.wf.02.18.1",1,"hypper","forb",2021-06-22,2021-06-17,"CB",NA,NA,NA,NA,NA,NA
"CHE.hi.ambi.bare.wf.02.19.1",1,"salpra","forb",2021-06-22,2021-06-17,"CB",64,NA,59,45,60,8
"CHE.hi.ambi.bare.wf.02.20.1",1,"silvul","forb",2021-06-22,2021-06-17,"CB",38,NA,27,27,27,8
"CHE.hi.ambi.bare.wf.02.21.1",1,"medlup","legume",2021-06-22,2021-06-17,"CB",86,NA,10,11,15,3
"CHE.hi.ambi.bare.wf.02.22.1",1,"silvul","forb",2021-06-22,2021-06-17,"CB",32,NA,34,33,32,14
"CHE.hi.ambi.bare.wf.02.23.1",1,"scacol","forb",2021-06-22,2021-06-17,"CB",36,NA,35,36,32,6
"CHE.hi.ambi.bare.wf.02.24.1",1,"scacol","forb",2021-06-22,2021-06-17,"CB",39,NA,35,31,36,6
"CHE.hi.ambi.bare.wf.02.25.1",1,"cenjac","forb",2021-06-22,2021-06-17,"CB",140,NA,134,85,123,5
"CHE.hi.ambi.bare.wf.02.26.2",2,"salpra","forb",2021-06-22,2021-06-22,"CB",55,NA,50,51,53,12
"CHE.hi.ambi.bare.wf.02.27.1",1,"medlup","legume",2021-06-22,2021-06-17,"CB",70,NA,12,13,6,3
"CHE.hi.ambi.bare.wf.02.28.1",1,"salpra","forb",2021-06-22,2021-06-17,"CB",77,NA,63,76,52,5
"CHE.hi.ambi.bare.wf.02.29.1",1,"plamed","forb",2021-06-22,2021-06-17,"CB",35,NA,34,25,45,4
"CHE.hi.ambi.bare.wf.02.30.2",2,"cenjac","forb",2021-06-22,2021-06-22,"CB",154,NA,145,130,143,6
"CHE.hi.warm.vege.wf.02.01.1",1,"brapin","graminoid",2021-06-22,2021-06-17,"EI",171,NA,130,121,86,4
"CHE.hi.warm.vege.wf.02.02.1",1,"daucar","forb",2021-06-22,2021-06-17,"EI",209,NA,147,193,62,4
"CHE.hi.warm.vege.wf.02.03.1",1,"broere","graminoid",2021-06-22,2021-06-17,"EI",265,NA,244,187,172,5
"CHE.hi.warm.vege.wf.02.04.1",1,"broere","graminoid",2021-06-22,2021-06-17,"EI",361,NA,316,210,182,5
"CHE.hi.warm.vege.wf.02.05.1",1,"hypper","forb",2021-06-22,2021-06-17,"EI",70,NA,18,17,18,21
"CHE.hi.warm.vege.wf.02.06.1",1,"scacol","forb",2021-06-22,2021-06-17,"EI",32,NA,24,25,25,5
"CHE.hi.warm.vege.wf.02.07.1",1,"broere","graminoid",2021-06-22,2021-06-17,"EI",312,NA,273,208,205,5
"CHE.hi.warm.vege.wf.02.08.1",1,"brapin","graminoid",2021-06-22,2021-06-17,"EI",180,NA,138,122,52,7
"CHE.hi.warm.vege.wf.02.09.1",1,"medlup","legume",2021-06-22,2021-06-17,"EI",68,NA,13,11,8,7
"CHE.hi.warm.vege.wf.02.10.1",1,"plamed","forb",2021-06-22,2021-06-17,"EI",61,NA,23,6,NA,3
"CHE.hi.warm.vege.wf.02.11.1",1,"silvul","forb",2021-06-22,2021-06-17,"EI",52,NA,39,32,39,12
"CHE.hi.warm.vege.wf.02.12.1",1,"daucar","forb",2021-06-22,2021-06-17,"EI",194,NA,169,183,147,5
"CHE.hi.warm.vege.wf.02.13.1",1,"daucar","forb",2021-06-22,2021-06-17,"EI",176,NA,138,160,87,4
"CHE.hi.warm.vege.wf.02.14.1",1,"cenjac","forb",2021-06-22,2021-06-17,"EI",164,NA,156,148,130,6
"CHE.hi.warm.vege.wf.02.15.1",1,"hypper","forb",2021-06-22,2021-06-17,"EI",40,NA,15,13,13,20
"CHE.hi.warm.vege.wf.02.16.1",1,"brapin","graminoid",2021-06-22,2021-06-17,"EI",230,NA,188,164,101,7
"CHE.hi.warm.vege.wf.02.17.1",1,"plamed","forb",2021-06-22,2021-06-17,"EI",60,NA,44,42,57,5
"CHE.hi.warm.vege.wf.02.18.1",1,"hypper","forb",2021-06-22,2021-06-17,"EI",62,NA,17,16,13,18
"CHE.hi.warm.vege.wf.02.19.1",1,"salpra","forb",2021-06-22,2021-06-17,"EI",80,NA,72,62,59,8
"CHE.hi.warm.vege.wf.02.20.1",1,"silvul","forb",2021-06-22,2021-06-17,"EI",57,NA,46,46,39,10
"CHE.hi.warm.vege.wf.02.21.1",1,"medlup","legume",2021-06-22,2021-06-17,"EI",79,NA,13,13,11,6
"CHE.hi.warm.vege.wf.02.22.1",1,"silvul","forb",2021-06-22,2021-06-17,"EI",80,NA,43,36,41,19
"CHE.hi.warm.vege.wf.02.23.1",1,"scacol","forb",2021-06-22,2021-06-17,"EI",43,NA,39,36,23,5
"CHE.hi.warm.vege.wf.02.24.1",1,"scacol","forb",2021-06-22,2021-06-17,"EI",25,NA,19,19,10,7
"CHE.hi.warm.vege.wf.02.25.1",1,"cenjac","forb",2021-06-22,2021-06-17,"EI",156,NA,143,120,126,6
"CHE.hi.warm.vege.wf.02.26.1",1,"salpra","forb",2021-06-22,2021-06-17,"EI",70,NA,64,70,53,8
"CHE.hi.warm.vege.wf.02.27.1",1,"medlup","legume",2021-06-22,2021-06-17,"EI",74,NA,11,11,10,6
"CHE.hi.warm.vege.wf.02.28.1",1,"salpra","forb",2021-06-22,2021-06-17,"EI",81,NA,76,76,42,6
"CHE.hi.warm.vege.wf.02.29.1",1,"plamed","forb",2021-06-22,2021-06-17,"EI",50,NA,49,49,33,5
"CHE.hi.warm.vege.wf.02.30.1",1,"cenjac","forb",2021-06-22,2021-06-17,"EI",141,NA,130,135,121,6
"CHE.hi.ambi.vege.wf.03.01.1",1,"brapin","graminoid",2021-06-24,2021-06-17,"EI",143,NA,133,80,77,3
"CHE.hi.ambi.vege.wf.03.02.1",1,"daucar","forb",2021-06-24,2021-06-17,"EI",176,NA,140,128,156,4
"CHE.hi.ambi.vege.wf.03.03.1",1,"broere","graminoid",2021-06-24,2021-06-17,"EI",283,NA,238,118,254,4
"CHE.hi.ambi.vege.wf.03.04.1",1,"broere","graminoid",2021-06-24,2021-06-17,"EI",397,NA,352,333,206,4
"CHE.hi.ambi.vege.wf.03.05.1",1,"hypper","forb",2021-06-24,2021-06-17,"EI",57,NA,15,14,15,18
"CHE.hi.ambi.vege.wf.03.06.1",1,"scacol","forb",2021-06-24,2021-06-17,"EI",17,NA,11,9,8,6
