unique_plant_ID,species,functional_group,date_planting,survival_2021,survival_2022,survival_2023,flower_status_2021,flower_status_2022,flower_status_2023,biomass_comb_2021,biomass_comb_2022,biomass_comb_2023,number_seeds_2021,number_seeds_2022,number_seeds_2023,height_vegetative_str_2021,height_vegetative_str_2022,height_vegetative_str_2023,number_leaves_2021,number_leaves_2022,number_leaves_2023
CHE.hi.ambi.bare.wf.06.19.1,salpra,forb,2021-06-17,1,1,1,0,1,0,0.10163938238354911,0.4222343134190589,0.0498,0,50.5,0,41,62,19,10,9,25
CHE.hi.ambi.bare.wf.06.20.1,silvul,forb,2021-06-17,1,1,1,0,1,0,0.5226992170786481,3.2953392270381032,0.8773,0,2243.785714285714,0,67,330,98,113,150,114
CHE.hi.ambi.bare.wf.06.21.1,medlup,legume,2021-06-17,1,1,0,0,1,NA,0.034918478620242846,0.14011563703774974,NA,0,107.10000000000001,NA,38,20,NA,7,31,NA
CHE.hi.ambi.bare.wf.06.22.1,silvul,forb,2021-06-17,1,1,1,0,1,0,0.3382862200316008,3.153327531079439,0.4613,0,1152.2142857142858,0,69,317,54,73,166,45
CHE.hi.ambi.bare.wf.06.23.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.07324471556872389,0.584252493522367,1.59,0,59.285714285714285,296.42857142857144,31,69,128,12,34,50
CHE.hi.ambi.bare.wf.06.24.1,scacol,forb,2021-06-17,1,1,0,0,1,NA,0.08286282426915621,0.7334836823192652,NA,0,59.285714285714285,NA,40,174,NA,9,20,NA
CHE.hi.ambi.bare.wf.06.25.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.08508781934460764,5.563500069033172,2.48,0,206.5,289.09999999999997,82,395,239,8,116,78
CHE.hi.ambi.bare.wf.06.26.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.1381225208740492,0.11595968509200988,0.2781,0,0,0,46,66,48,10,6,18
CHE.hi.ambi.bare.wf.06.27.1,medlup,legume,2021-06-17,1,1,0,0,1,NA,0.02835279279075764,0.21197164556060683,NA,0,95.2,NA,16,48,NA,6,42,NA
CHE.hi.ambi.bare.wf.06.28.1,salpra,forb,2021-06-17,1,1,1,0,1,0,0.13020121116547095,0.5684025816734204,0.2066,0,50.5,0,44,74,41,10,8,13
CHE.hi.ambi.bare.wf.06.29.1,plamed,forb,2021-06-17,1,1,1,0,1,0,0.15551900910132407,1.5621777207485965,0.7724,0,127.53846153846153,0,47,58,57,9,10,8
CHE.hi.ambi.bare.wf.06.30.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.11940733971238265,1.4095907621383148,0.89,0,82.6,41.3,118,193,153,8,72,52
CHE.hi.ambi.bare.wf.01.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.5484234856408812,5.782621418235622,4.18,0,0,0,108,392,288,64,128,260
CHE.hi.ambi.bare.wf.01.02.1,daucar,forb,2021-06-17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE.hi.ambi.bare.wf.01.03.2,broere,graminoid,2021-09-21,NA,1,1,NA,1,1,NA,4.373676491103307,1.78,NA,20.47826086956522,6.826086956521739,NA,477,211,NA,122,124
CHE.hi.ambi.bare.wf.01.04.1,broere,graminoid,2021-06-17,1,1,1,0,0,1,0.6074455723830231,1.5809722996226163,3.99,0,0,13.652173913043478,156,289,462,45,86,126
CHE.hi.ambi.bare.wf.01.05.1,hypper,forb,2021-06-17,1,1,1,0,1,1,0.31477697207418603,7.180687520302214,4.57,0,2348.0714285714284,3307.142857142857,79,365,303,148,1196,1072
CHE.hi.ambi.bare.wf.01.06.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.22879092015035116,3.9772902827999657,3.33,0,533.5714285714286,355.7142857142857,63,381,355,13,30,39
CHE.hi.ambi.bare.wf.01.07.1,broere,graminoid,2021-06-17,1,1,1,0,1,1,2.187043825355003,2.727783003456986,12.61,0,6.826086956521739,102.3913043478261,210,417,428,98,132,278
CHE.hi.ambi.bare.wf.01.08.1,brapin,graminoid,2021-06-17,1,1,1,0,1,1,0.42699069391329586,5.872224090545478,8.35,0,57.599999999999994,44.4,164,453,407,42,108,136
CHE.hi.ambi.bare.wf.01.09.1,medlup,legume,2021-06-17,1,0,0,1,NA,NA,0.4571239100507474,NA,NA,202.3,NA,NA,61,NA,NA,71,NA,NA
CHE.hi.ambi.bare.wf.01.10.1,plamed,forb,2021-06-17,1,1,1,0,1,1,0.2691690872279341,1.8771689816854813,2.33,0,127.53846153846153,191.3076923076923,41,78,74,10,9,7
CHE.hi.ambi.bare.wf.01.11.1,silvul,forb,2021-06-17,1,1,1,1,1,0,4.291788365510673,19.45336652128066,11.32,697.3928571428572,14251.07142857143,0,190,490,263,400,1080,640
CHE.hi.ambi.bare.wf.01.12.1,daucar,forb,2021-06-17,1,1,1,0,1,0,0.9924920232592356,16.775257267146863,0.1448,0,4056.4615384615386,0,135,400,82,17,54,5
CHE.hi.ambi.bare.wf.01.13.1,daucar,forb,2021-06-17,1,0,0,0,NA,NA,0.5010036826757103,NA,NA,0,NA,NA,110,NA,NA,12,NA,NA
CHE.hi.ambi.bare.wf.01.14.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.4251394766932617,3.4594629835947175,0.83,0,289.09999999999997,41.3,134,315,234,17,53,42
CHE.hi.ambi.bare.wf.01.15.1,hypper,forb,2021-06-17,1,1,1,0,1,1,0.5418371869903781,3.8439019515857806,6.15,0,1719.7142857142856,3935.4999999999995,99,267,255,256,792,996
CHE.hi.ambi.bare.wf.01.16.1,brapin,graminoid,2021-06-17,1,1,1,0,1,1,0.1395923405354279,2.4368677105404215,2.58,0,9.6,7.199999999999999,118,441,335,24,42,144
CHE.hi.ambi.bare.wf.01.17.1,plamed,forb,2021-06-17,1,1,1,0,1,1,0.3840083560861411,2.1989767672183524,3.37,0,127.53846153846153,191.3076923076923,34,74,71,12,13,16
CHE.hi.ambi.bare.wf.01.18.1,hypper,forb,2021-06-17,1,1,1,0,1,1,0.6358339568535023,14.61607189498835,20.22,0,11112,19049.142857142855,79,425,309,280,1720,2336
CHE.hi.ambi.bare.wf.01.19.1,salpra,forb,2021-06-17,1,1,1,0,1,0,0.34763079007014497,1.955955594544188,2.13,0,50.5,0,68,121,81,13,19,37
CHE.hi.ambi.bare.wf.01.20.1,silvul,forb,2021-06-17,1,1,1,0,1,0,2.6035757609263386,10.989316874409663,9.31,0,1273.5,0,119,237,165,328,1609,1188
CHE.hi.ambi.bare.wf.01.21.1,medlup,legume,2021-06-17,1,1,1,0,1,1,0.1322585998889356,2.086085549709485,0.8765,0,1261.4,1094.8,27,153,91,24,242,147
CHE.hi.ambi.bare.wf.01.22.1,silvul,forb,2021-06-17,1,1,1,1,1,1,1.6735946831087527,20.12963231389956,13.25,1485.75,22286.25,4639.178571428572,70,481,301,264,1316,862
CHE.hi.ambi.bare.wf.01.23.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.3934763404012243,3.6089823251993685,1.99,0,830,652.1428571428571,49,170,90,25,50,96
CHE.hi.ambi.bare.wf.01.24.1,scacol,forb,2021-06-17,1,1,0,0,1,NA,0.1094016399388349,2.3917334863383966,NA,0,474.2857142857143,NA,38,126,NA,12,40,NA
CHE.hi.ambi.bare.wf.01.25.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.11809348244505766,5.267711875939095,3.29,0,289.09999999999997,123.89999999999999,111,375,303,8,100,64
CHE.hi.ambi.bare.wf.01.26.1,salpra,forb,2021-06-17,1,1,1,0,1,0,0.3686047420374106,1.6741643274856761,2.65,0,101,0,60,109,93,17,20,34
CHE.hi.ambi.bare.wf.01.27.1,medlup,legume,2021-06-17,1,1,0,0,1,NA,0.21879840053479507,1.4841151573706126,NA,0,1285.2,NA,27,125,NA,28,155,NA
CHE.hi.ambi.bare.wf.01.28.1,salpra,forb,2021-06-17,1,1,1,0,1,0,0.20519410692504098,0.876954201518466,0.5625,0,50.5,0,52,62,49,13,14,20
CHE.hi.ambi.bare.wf.01.29.1,plamed,forb,2021-06-17,1,1,1,0,1,1,0.25825776588717836,1.0428443761380386,1.57,0,63.76923076923077,63.76923076923077,32,68,66,11,7,9
CHE.hi.ambi.bare.wf.01.30.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.08780400631568276,7.757483668908918,4.37,0,495.59999999999997,330.4,80,408,244,8,147,221
CHE.hi.ambi.bare.wf.02.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.18604738042370403,1.5020532528662343,1.69,0,0,0,110,159,123,27,86,158
CHE.hi.ambi.bare.wf.02.02.1,daucar,forb,2021-06-17,1,0,0,0,NA,NA,1.2787934795158462,NA,NA,0,NA,NA,164,NA,NA,15,NA,NA
CHE.hi.ambi.bare.wf.02.03.1,broere,graminoid,2021-06-17,1,1,1,0,1,1,0.4482937828053318,6.764779425161109,8.8,0,68.26086956521739,88.73913043478261,149,506,506,36,90,164
CHE.hi.ambi.bare.wf.02.04.1,broere,graminoid,2021-06-17,1,1,1,0,1,1,0.4550099728227991,6.223848630898289,5.22,0,81.91304347826087,54.608695652173914,133,476,401,39,126,198
CHE.hi.ambi.bare.wf.02.05.1,hypper,forb,2021-06-17,1,1,1,0,1,1,0.10894532753347286,3.0133533257677616,3.75,0,297.6428571428571,1256.7142857142856,39,312,242,76,846,768
CHE.hi.ambi.bare.wf.02.06.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.23249362849096744,5.748614755545931,2.58,0,355.7142857142857,237.14285714285714,55,295,141,14,130,59
CHE.hi.ambi.bare.wf.02.07.1,broere,graminoid,2021-06-17,1,1,1,0,1,1,0.6409930108910409,4.120424812178648,6.27,0,13.652173913043478,27.304347826086957,135,437,443,54,164,202
CHE.hi.ambi.bare.wf.02.08.1,brapin,graminoid,2021-06-17,1,1,1,0,1,0,0.09210013029555154,2.782287785346777,3.46,0,13.2,0,60,303,156,29,76,153
CHE.hi.ambi.bare.wf.02.09.1,medlup,legume,2021-06-17,1,1,0,0,1,NA,0.13799219219438083,1.0205779091330223,NA,0,797.3000000000001,NA,48,157,NA,16,102,NA
CHE.hi.ambi.bare.wf.02.10.1,plamed,forb,2021-06-17,1,1,1,0,1,1,0.3747255664460712,2.2934457762636664,1.2906,0,191.3076923076923,63.76923076923077,46,65,68,11,12,12
CHE.hi.ambi.bare.wf.02.11.1,silvul,forb,2021-06-17,1,1,1,1,1,0,1.3492883790489159,4.8296238400651506,1.24,151.60714285714286,3608.25,0,146,330,173,138,210,100
CHE.hi.ambi.bare.wf.02.12.1,daucar,forb,2021-06-17,1,1,0,0,1,NA,0.3679142995927806,4.703701027666882,NA,0,2624.769230769231,NA,105,72,NA,10,37,NA
CHE.hi.ambi.bare.wf.02.13.1,daucar,forb,2021-06-17,1,0,0,0,NA,NA,0.38953820488420166,NA,NA,0,NA,NA,115,NA,NA,9,NA,NA
CHE.hi.ambi.bare.wf.02.14.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.16502258368734435,4.453972888705747,1.37,0,371.7,123.89999999999999,95,305,191,11,125,55
CHE.hi.ambi.bare.wf.02.15.1,hypper,forb,2021-06-17,1,1,1,0,1,1,0.17758975074608865,5.674807931292605,10.25,0,562.2142857142857,5754.428571428571,40,315,257,118,1560,2058
CHE.hi.ambi.bare.wf.02.16.1,brapin,graminoid,2021-06-17,1,1,1,0,1,0,0.13545505986819403,2.2478209560992215,3.8,0,7.199999999999999,0,115,336,248,23,56,176
CHE.hi.ambi.bare.wf.02.17.1,plamed,forb,2021-06-17,1,1,1,0,1,1,0.42169288718273873,1.3122601791528619,1.0373000000000001,0,191.3076923076923,127.53846153846153,40,55,53,12,9,14
CHE.hi.ambi.bare.wf.02.18.1,hypper,forb,2021-06-17,1,1,1,0,1,1,0.3777049180917263,2.38294026982204,9.12,0,595.2857142857142,2381.142857142857,85,255,241,186,612,2216
CHE.hi.ambi.bare.wf.02.19.1,salpra,forb,2021-06-17,1,1,1,0,1,1,0.16338402546963535,0.6899756499348296,1.4032,0,50.5,50.5,41,104,76,13,14,45
CHE.hi.ambi.bare.wf.02.20.1,silvul,forb,2021-06-17,1,1,1,0,1,1,0.7213317910210583,10.229129537310694,1.522,0,3244.3928571428573,181.92857142857144,74,405,94,140,630,152
CHE.hi.ambi.bare.wf.02.21.1,medlup,legume,2021-06-17,1,1,0,0,1,NA,0.08484858126278569,0.14279360793665682,NA,0,59.5,NA,16,51,NA,18,23,NA
CHE.hi.ambi.bare.wf.02.22.1,silvul,forb,2021-06-17,1,1,1,1,1,0,2.061837116405816,2.930783212141137,0.9009,1425.107142857143,1788.9642857142858,0,205,219,91,104,192,140
CHE.hi.ambi.bare.wf.02.23.1,scacol,forb,2021-06-17,1,1,0,0,1,NA,0.20602124564579705,2.1843417193166044,NA,0,592.8571428571429,NA,57,175,NA,12,20,NA
CHE.hi.ambi.bare.wf.02.24.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.4033494917887304,8.870850034229862,0.678,0,533.5714285714286,59.285714285714285,80,371,135,14,184,25
CHE.hi.ambi.bare.wf.02.25.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.20097692224256533,4.483719436786763,2.18,0,371.7,247.79999999999998,125,269,229,11,160,93
CHE.hi.ambi.bare.wf.02.26.2,salpra,forb,2021-06-22,1,1,1,0,0,0,0.12440090587530456,0.5063439634021886,1.77,0,0,0,43,73,80,11,18,32
CHE.hi.ambi.bare.wf.02.27.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.04802064808330799,NA,NA,0,NA,NA,20,NA,NA,12,NA,NA
CHE.hi.ambi.bare.wf.02.28.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.15901178060528043,0.3046382217113423,3.6,0,50.5,0,53,109,102,9,8,43
CHE.hi.ambi.bare.wf.02.29.1,plamed,forb,2021-06-17,1,1,1,0,1,1,0.3312957449976097,0.9899179374028239,1.5436,0,127.53846153846153,63.76923076923077,37,42,53,12,8,11
CHE.hi.ambi.bare.wf.02.30.2,cenjac,forb,2021-06-22,1,1,1,0,1,1,0.10637672315990966,9.362043482875379,1.16,0,743.4,247.79999999999998,101,328,166,8,202,66
CHE.hi.warm.bare.wf.03.01.1,brapin,graminoid,2021-06-17,1,0,0,0,NA,NA,0.13162752414106482,NA,NA,0,NA,NA,112,NA,NA,27,NA,NA
CHE.hi.warm.bare.wf.03.02.1,daucar,forb,2021-06-17,1,0,0,0,NA,NA,0.4815023666514544,NA,NA,0,NA,NA,117,NA,NA,11,NA,NA
CHE.hi.warm.bare.wf.03.03.1,broere,graminoid,2021-06-17,1,1,1,0,1,1,0.1959542130097098,2.085263283440024,4.61,0,6.826086956521739,54.608695652173914,86,385,474,33,106,130
CHE.hi.warm.bare.wf.03.04.1,broere,graminoid,2021-06-17,1,0,0,0,NA,NA,0.14103254158557596,NA,NA,0,NA,NA,54,NA,NA,34,NA,NA
CHE.hi.warm.bare.wf.03.05.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.4029569712160184,4.331255887294441,1.75,0,0,0,78,414,137,176,808,452
CHE.hi.warm.bare.wf.03.06.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.16698541948387166,1.348977967343804,0.2325,0,237.14285714285714,118.57142857142857,37,123,82,16,46,14
CHE.hi.warm.bare.wf.03.07.1,broere,graminoid,2021-06-17,1,1,1,0,1,1,0.5465462116718631,8.56584232627709,8.71,0,34.130434782608695,88.73913043478261,214,691,655,37,114,233
CHE.hi.warm.bare.wf.03.08.1,brapin,graminoid,2021-06-17,1,1,1,0,1,0,0.5292444027739437,4.30235553684241,1.1,0,16.8,0,182,400,143,39,102,96
CHE.hi.warm.bare.wf.03.09.1,medlup,legume,2021-06-17,1,0,0,1,NA,NA,0.15587970061837844,NA,NA,23.8,NA,NA,45,NA,NA,34,NA,NA
CHE.hi.warm.bare.wf.03.10.1,plamed,forb,2021-06-17,1,1,1,0,0,1,0.20462887316060258,0.44993933554271487,0.4252,0,0,63.76923076923077,31,70,63,11,8,7
CHE.hi.warm.bare.wf.03.11.1,silvul,forb,2021-06-17,1,0,0,0,NA,NA,0.08403628244835326,NA,NA,0,NA,NA,55,NA,NA,24,NA,NA
CHE.hi.warm.bare.wf.03.12.1,daucar,forb,2021-06-17,1,0,0,0,NA,NA,0.22868804662638592,NA,NA,0,NA,NA,108,NA,NA,8,NA,NA
CHE.hi.warm.bare.wf.03.13.1,daucar,forb,2021-06-17,1,0,0,0,NA,NA,0.27933574992623367,NA,NA,0,NA,NA,120,NA,NA,8,NA,NA
CHE.hi.warm.bare.wf.03.14.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.348495582761046,3.7790315262053933,0.4517,0,247.79999999999998,41.3,135,293,72,15,125,47
CHE.hi.warm.bare.wf.03.15.1,hypper,forb,2021-06-17,1,1,1,0,1,0,0.4445865735060083,12.86372860946555,1.71,0,3505.5714285714284,0,64,445,113,216,1854,596
CHE.hi.warm.bare.wf.03.16.1,brapin,graminoid,2021-06-17,1,1,1,0,1,0,0.09031311304050203,3.1510900459878948,0.89,0,2.4,0,56,498,106,27,126,71
CHE.hi.warm.bare.wf.03.17.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.22695429302816242,1.0492861479923432,0.108,0,0,0,31,66,23,12,12,6
CHE.hi.warm.bare.wf.03.18.1,hypper,forb,2021-06-17,1,1,1,0,0,0,0.42624632327082346,3.0376505185879004,0.2712,0,0,0,74,128,45,196,976,98
CHE.hi.warm.bare.wf.03.19.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.17737702313949594,0.3739697326288085,1.63,0,0,0,47,108,58,12,9,24
CHE.hi.warm.bare.wf.03.20.1,silvul,forb,2021-06-17,1,1,1,1,1,0,2.4452045382902217,2.4894534410844416,0.434,212.25,1061.25,0,241,212,96,180,162,96
CHE.hi.warm.bare.wf.03.21.1,medlup,legume,2021-06-17,1,1,0,1,0,NA,0.3528686213006526,0.013750193032515403,NA,95.2,0,NA,61,10,NA,65,6,NA
CHE.hi.warm.bare.wf.03.22.1,silvul,forb,2021-06-17,1,1,0,1,1,NA,1.5658317769982422,2.6432877579122622,NA,212.25,151.60714285714286,NA,198,209,NA,126,268,NA
CHE.hi.warm.bare.wf.03.23.1,scacol,forb,2021-06-17,1,1,1,0,1,0,0.1094016399388349,1.1989390081661981,0.245,0,355.7142857142857,0,38,112,42,12,28,6
CHE.hi.warm.bare.wf.03.24.1,scacol,forb,2021-06-17,1,1,1,0,1,0,0.13200010147604646,2.8116470675368053,0.1568,0,770.7142857142857,0,42,275,28,12,32,17
CHE.hi.warm.bare.wf.03.25.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.2133588228268045,3.6028121714786807,1.5,0,247.79999999999998,41.3,110,267,151,12,122,73
CHE.hi.warm.bare.wf.03.26.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.11330230976710845,0.12877218880328356,1.0459,0,0,0,40,70,68,10,6,20
CHE.hi.warm.bare.wf.03.27.1,medlup,legume,2021-06-17,1,1,0,1,0,NA,0.20003019948620332,0.013750193032515403,NA,71.4,0,NA,27,10,NA,45,6,NA
CHE.hi.warm.bare.wf.03.28.1,salpra,forb,2021-06-17,1,1,1,0,1,0,0.07444087510021093,NA,0.4019,0,NA,0,36,72,29,7,14,34
CHE.hi.warm.bare.wf.03.29.1,plamed,forb,2021-06-17,1,1,1,0,1,0,0.360373666188697,1.5069295251335062,0.5546,0,127.53846153846153,0,37,55,50,12,11,11
CHE.hi.warm.bare.wf.03.30.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.15931109575910704,0.794588166352134,0.86,0,82.6,41.3,112,167,208,10,44,22
CHE.hi.ambi.bare.wf.03.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.1535915611459422,0.2100594799173563,0.56,0,0,0,131,89,115,23,36,45
CHE.hi.ambi.bare.wf.03.02.1,daucar,forb,2021-06-17,1,1,0,0,1,NA,0.11265306535974814,1.0438115146250775,NA,0,715.8461538461538,NA,111,89,NA,6,15,NA
CHE.hi.ambi.bare.wf.03.03.2,broere,graminoid,2021-09-21,NA,1,1,NA,0,0,NA,0.13385789608740475,0.49,NA,0,0,NA,152,248,NA,13,21
CHE.hi.ambi.bare.wf.03.04.1,broere,graminoid,2021-06-17,1,1,1,0,0,1,0.30615387404596006,2.8320825645938648,6.77,0,0,47.78260869565217,136,282,422,28,94,164
CHE.hi.ambi.bare.wf.03.05.1,hypper,forb,2021-06-17,1,1,1,0,1,0,0.1587780873875253,1.8309249604097044,0.1935,0,562.2142857142857,0,35,310,38,114,412,78
CHE.hi.ambi.bare.wf.03.06.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.19237197822519228,2.509524796600237,3.38,0,296.42857142857144,1126.4285714285713,43,384,198,18,36,27
CHE.hi.ambi.bare.wf.03.07.1,broere,graminoid,2021-06-17,1,1,1,0,1,1,0.5478126142051264,8.373049775192046,11.97,0,129.69565217391303,102.3913043478261,187,487,392,35,108,324
CHE.hi.ambi.bare.wf.03.08.1,brapin,graminoid,2021-06-17,1,1,1,0,1,0,0.15219978478233392,2.4825545570563747,0.98,0,18,0,104,254,188,30,63,58
CHE.hi.ambi.bare.wf.03.09.1,medlup,legume,2021-06-17,1,1,0,0,1,NA,0.2602262048745247,0.14654997216942842,NA,0,83.3,NA,30,38,NA,24,22,NA
CHE.hi.ambi.bare.wf.03.10.1,plamed,forb,2021-06-17,1,1,1,0,0,0,0.09343037183716578,0.22715690643619835,0.1652,0,0,0,28,49,24,8,7,9
CHE.hi.ambi.bare.wf.03.11.1,silvul,forb,2021-06-17,1,1,1,1,1,0,1.9054133596096035,3.0536865769468218,1.07,30.321428571428573,1061.25,0,217,276,229,138,136,99
CHE.hi.ambi.bare.wf.03.12.1,daucar,forb,2021-06-17,1,0,0,0,NA,NA,0.09239583532075718,NA,NA,0,NA,NA,104,NA,NA,7,NA,NA
CHE.hi.ambi.bare.wf.03.13.1,daucar,forb,2021-06-17,1,0,0,0,NA,NA,0.05970780387527546,NA,NA,0,NA,NA,78,NA,NA,7,NA,NA
CHE.hi.ambi.bare.wf.03.14.1,cenjac,forb,2021-06-17,1,1,1,0,1,1,0.1806227131357395,2.538282973139601,1.28,0,165.2,82.6,145,283,183,9,90,41
CHE.hi.ambi.bare.wf.03.15.1,hypper,forb,2021-06-17,1,1,0,0,0,NA,0.2892047037179909,1.8293055318213067,NA,0,0,NA,43,157,NA,174,588,NA
CHE.hi.ambi.bare.wf.03.16.1,brapin,graminoid,2021-06-17,1,1,1,0,1,0,0.198052505696005,3.6317722596829882,1.14,0,18,0,129,279,149,29,107,83
CHE.hi.ambi.bare.wf.03.17.1,plamed,forb,2021-06-17,1,1,0,0,1,NA,0.11259094177582431,0.7367160253768776,NA,0,127.53846153846153,NA,25,30,NA,10,11,NA
CHE.hi.ambi.bare.wf.03.18.1,hypper,forb,2021-06-17,1,1,0,0,0,NA,0.2869178362437857,1.3152407146227112,NA,0,0,NA,50,131,NA,168,460,NA
CHE.hi.ambi.bare.wf.03.19.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.11966253065943036,0.11191026614244493,0.1097,0,0,0,48,42,27,11,10,15
CHE.hi.ambi.bare.wf.03.20.1,silvul,forb,2021-06-17,1,1,1,1,1,0,0.31165090516615335,1.8504464093732436,0.5064,90.96428571428572,1334.142857142857,0,40,175,80,126,192,178
CHE.hi.ambi.bare.wf.03.21.1,medlup,legume,2021-06-17,1,0,0,0,NA,NA,0.20565672421213185,NA,NA,0,NA,NA,30,NA,NA,25,NA,NA
CHE.hi.ambi.bare.wf.03.22.1,silvul,forb,2021-06-17,1,1,1,1,1,0,1.2011446815124107,1.9010319684052712,0.3763,576.1071428571429,1455.4285714285716,0,131,285,54,118,86,120
CHE.hi.ambi.bare.wf.03.23.1,scacol,forb,2021-06-17,1,1,0,0,0,NA,0.1804390133841492,2.9900094558591714,NA,0,0,NA,51,114,NA,12,88,NA
CHE.hi.ambi.bare.wf.03.24.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.11239386279493598,1.0654354735519136,1.062,0,177.85714285714286,237.14285714285714,49,208,82,9,20,27
CHE.hi.ambi.bare.wf.03.25.1,cenjac,forb,2021-06-17,1,1,0,0,1,NA,0.0871778977384184,1.6854715438535919,NA,0,165.2,NA,78,232,NA,8,66,NA
CHE.hi.ambi.bare.wf.03.26.1,salpra,forb,2021-06-17,1,1,1,0,0,0,0.13341185116797505,0.08318918243235575,0.7205,0,0,0,46,72,57,10,4,21
CHE.hi.ambi.bare.wf.03.27.1,medlup,legume,2021-06-17,1,1,0,0,0,NA,0.24816643470094915,0.016177487605928312,NA,0,0,NA,29,17,NA,45,7,NA
CHE.hi.ambi.bare.wf.03.28.1,salpra,forb,2021-06-17,1,1,0,0,0,NA,0.09562687928678318,0.04620832859898027,NA,0,0,NA,34,50,NA,10,4,NA
CHE.hi.ambi.bare.wf.03.29.1,plamed,forb,2021-06-17,1,1,1,0,1,0,0.30855514128374195,1.6163135815223828,1.0664,0,127.53846153846153,0,37,60,53,11,11,19
CHE.hi.ambi.bare.wf.03.30.1,cenjac,forb,2021-06-17,1,1,1,0,1,0,0.0614879999696945,1.126202089879179,0.54,0,82.6,0,68,230,145,7,41,28
CHE.hi.ambi.bare.wf.04.01.1,brapin,graminoid,2021-06-17,1,1,1,0,0,0,0.2591128533135101,0.8396701097783134,1.42,0,0,0,151,154,202,24,62,116
CHE.hi.ambi.bare.wf.04.02.2,daucar,forb,2021-06-23,1,0,0,0,NA,NA,0.16148899877227138,NA,NA,0,NA,NA,102,NA,NA,7,NA,NA
CHE.hi.ambi.bare.wf.04.03.1,broere,graminoid,2021-06-17,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE.hi.ambi.bare.wf.04.04.1,broere,graminoid,2021-06-17,1,1,1,0,0,1,0.031180131234767528,0.7246958351400724,2.42,0,0,20.47826086956522,108,244,451,6,38,68
CHE.hi.ambi.bare.wf.04.05.1,hypper,forb,2021-06-17,1,1,1,0,1,0,0.19960993722263304,2.9663042298267124,0.6278,0,396.85714285714283,0,76,264,106,98,978,188
CHE.hi.ambi.bare.wf.04.06.1,scacol,forb,2021-06-17,1,1,1,0,1,1,0.08584347133256122,0.7968598654271296,3.51,0,118.57142857142857,296.42857142857144,26,68,191,14,28,37
CHE.hi.ambi.bare.wf.04.07.1,broere,graminoid,2021-06-17,1,1,1,0,0,1,0.04618437190375321,1.3529337881029528,4.85,0,0,27.304347826086957,61,175,400,14,80,154
CHE.hi.ambi.bare.wf.04.08.1,brapin,graminoid,2021-06-17,1,1,1,0,1,1,0.05304954204351473,1.8811884198599698,2.29,0,6,4.8,54,296,222,22,85,120
CHE.hi.ambi.bare.wf.04.09.2,medlup,legume,2021-06-23,1,1,1,0,1,1,0.4063843903202284,0.8608021678174838,0.423,0,714,309.40000000000003,54,127,53,35,78,54
CHE.hi.ambi.bare.wf.04.10.2,plamed,forb,2021-06-23,1,1,1,0,1,0,0.3671155944137592,2.5678553979692054,2.2573,0,191.3076923076923,0,31,52,49,13,19,40
CHE.hi.ambi.bare.wf.04.11.2,silvul,forb,2021-09-21,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE.hi.ambi.bare.wf.04.12.2,daucar,forb,2021-09-21,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CHE.hi.ambi.bare.wf.04.13.2,daucar,forb,2021-09-21,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
