unique_plant_ID,species,functional_group,date_measurement,date_planting,collector,flower_status,biomass,height_vegetative_str,number_leaves
CHE.lo.ambi.vege.wf.01.05.1,hypper,forb,2021-06-21,2021-06-16,CB,0,0.06671015134662618,87,32
CHE.lo.ambi.vege.wf.01.06.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.08281531799926069,42,8
CHE.lo.ambi.vege.wf.01.07.1,broere,graminoid,2021-06-21,2021-06-16,CB,0,0.07341357403224501,333,5
CHE.lo.ambi.vege.wf.01.08.1,brapin,graminoid,2021-06-21,2021-06-16,CB,0,0.04667149324997981,273,3
CHE.lo.ambi.vege.wf.01.09.1,medlup,legume,2021-06-21,2021-06-16,CB,0,0.025114141598164604,59,5
CHE.lo.ambi.vege.wf.01.10.1,plamed,forb,2021-06-21,2021-06-16,CB,0,0.24350321442857328,72,5
CHE.lo.ambi.vege.wf.01.11.1,silvul,forb,2021-06-21,2021-06-16,CB,0,0.02449070231113279,30,12
CHE.lo.ambi.vege.wf.01.12.1,daucar,forb,2021-06-21,2021-06-16,CB,0,0.18816387824080705,149,6
CHE.lo.ambi.vege.wf.01.13.1,daucar,forb,2021-06-21,2021-06-16,CB,0,0.16202264599041535,190,4
CHE.lo.ambi.vege.wf.01.14.1,cenjac,forb,2021-06-21,2021-06-16,CB,0,0.060205939872724594,122,5
CHE.lo.ambi.vege.wf.01.15.1,hypper,forb,2021-06-21,2021-06-16,CB,0,0.05917602805916431,83,28
CHE.lo.ambi.vege.wf.01.16.1,brapin,graminoid,2021-06-21,2021-06-16,CB,0,0.045172874513269116,169,5
CHE.lo.ambi.vege.wf.01.17.1,plamed,forb,2021-06-21,2021-06-16,CB,0,0.16221240318746413,64,5
CHE.lo.ambi.vege.wf.01.18.1,hypper,forb,2021-06-21,2021-06-16,CB,0,0.030969665028060266,11,34
CHE.lo.ambi.vege.wf.01.19.1,salpra,forb,2021-06-21,2021-06-16,CB,0,0.11218306638790378,55,8
CHE.lo.ambi.vege.wf.01.20.1,silvul,forb,2021-06-21,2021-06-16,CB,0,0.04080191437639901,55,12
CHE.lo.ambi.vege.wf.01.21.1,medlup,legume,2021-06-21,2021-06-16,CB,0,0.06587282799121502,125,8
CHE.lo.ambi.vege.wf.01.22.1,silvul,forb,2021-06-21,2021-06-16,CB,0,0.07294427570349277,74,16
CHE.lo.ambi.vege.wf.01.23.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.056413330852627085,50,6
CHE.lo.ambi.vege.wf.01.24.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.0224468599965041,32,6
CHE.lo.ambi.vege.wf.01.25.1,cenjac,forb,2021-06-21,2021-06-16,CB,0,0.10989413735173022,128,7
CHE.lo.ambi.vege.wf.01.26.1,salpra,forb,2021-06-21,2021-06-16,CB,0,0.08123329060073639,37,8
CHE.lo.ambi.vege.wf.01.27.1,medlup,legume,2021-06-21,2021-06-16,CB,0,0.022194878128134688,78,5
CHE.lo.ambi.vege.wf.01.28.1,salpra,forb,2021-06-21,2021-06-16,CB,0,0.12692950512696496,50,8
CHE.lo.ambi.vege.wf.01.29.1,plamed,forb,2021-06-21,2021-06-16,CB,0,0.23678624550716523,61,6
CHE.lo.ambi.vege.wf.01.30.1,cenjac,forb,2021-06-21,2021-06-16,CB,0,0.1444148639850173,161,7
CHE.lo.ambi.vege.wf.02.01.1,brapin,graminoid,2021-06-21,2021-06-16,CB,0,0.07879648915064673,195,7
CHE.lo.ambi.vege.wf.02.02.1,daucar,forb,2021-06-21,2021-06-16,CB,0,0.20949406344991914,174,5
CHE.lo.ambi.vege.wf.02.03.1,broere,graminoid,2021-06-21,2021-06-16,CB,0,0.056341694734131996,395,4
CHE.lo.ambi.vege.wf.02.04.1,broere,graminoid,2021-06-21,2021-06-16,CB,0,0.10477317878210095,416,6
CHE.lo.ambi.vege.wf.02.05.1,hypper,forb,2021-06-21,2021-06-16,CB,0,0.023042204709024766,59,15
CHE.lo.ambi.vege.wf.02.06.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.035412198003800896,41,6
CHE.lo.ambi.vege.wf.02.07.1,broere,graminoid,2021-06-21,2021-06-16,CB,0,0.07344833889502142,332,5
CHE.lo.ambi.vege.wf.02.08.1,brapin,graminoid,2021-06-21,2021-06-16,CB,0,0.14413854771533452,333,8
CHE.lo.ambi.vege.wf.02.09.1,medlup,legume,2021-06-21,2021-06-16,CB,0,0.026517122586812783,78,6
CHE.lo.ambi.vege.wf.02.10.1,plamed,forb,2021-06-21,2021-06-16,CB,0,0.4309262260440814,71,7
CHE.lo.ambi.vege.wf.02.11.1,silvul,forb,2021-06-21,2021-06-16,CB,0,0.1316893294957416,181,14
CHE.lo.ambi.vege.wf.02.12.1,daucar,forb,2021-06-21,2021-06-16,CB,0,0.04320108703807783,158,2
CHE.lo.ambi.vege.wf.02.13.1,daucar,forb,2021-06-21,2021-06-16,CB,0,0.06665660589364268,159,3
CHE.lo.ambi.vege.wf.02.14.1,cenjac,forb,2021-06-21,2021-06-16,CB,0,0.08322222659243862,114,6
CHE.lo.ambi.vege.wf.02.15.1,hypper,forb,2021-06-21,2021-06-16,CB,0,0.07139914437728759,91,32
CHE.lo.ambi.vege.wf.02.16.1,brapin,graminoid,2021-06-21,2021-06-16,CB,0,0.029652002615186666,210,3
CHE.lo.ambi.vege.wf.02.17.1,plamed,forb,2021-06-21,2021-06-16,CB,0,0.1513462995483702,52,5
CHE.lo.ambi.vege.wf.02.18.1,hypper,forb,2021-06-21,2021-06-16,CB,0,0.011579219095775367,62,8
CHE.lo.ambi.vege.wf.02.19.1,salpra,forb,2021-06-21,2021-06-16,CB,0,0.1249117501543012,73,6
CHE.lo.ambi.vege.wf.02.20.1,silvul,forb,2021-06-21,2021-06-16,CB,0,0.10560256533599982,114,16
CHE.lo.ambi.vege.wf.02.21.1,medlup,legume,2021-06-21,2021-06-16,CB,0,0.025227641628045715,58,5
CHE.lo.ambi.vege.wf.02.22.1,silvul,forb,2021-06-21,2021-06-16,CB,0,0.10669878799946379,119,16
CHE.lo.ambi.vege.wf.02.23.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.034487124639260465,32,6
CHE.lo.ambi.vege.wf.02.24.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.033798519904481183,36,6
CHE.lo.ambi.vege.wf.02.25.1,cenjac,forb,2021-06-21,2021-06-16,CB,0,0.05878472434521224,112,5
CHE.lo.ambi.vege.wf.02.26.1,salpra,forb,2021-06-21,2021-06-16,CB,0,0.19162404723502516,75,8
CHE.lo.ambi.vege.wf.02.27.1,medlup,legume,2021-06-21,2021-06-16,CB,0,0.03586104612285012,89,5
CHE.lo.ambi.vege.wf.02.28.1,salpra,forb,2021-06-21,2021-06-16,CB,0,0.17466087314964193,56,10
CHE.lo.ambi.vege.wf.02.29.1,plamed,forb,2021-06-21,2021-06-16,CB,0,0.2109345042659014,74,5
CHE.lo.ambi.vege.wf.02.30.1,cenjac,forb,2021-06-21,2021-06-16,CB,0,0.07345516235345806,144,5
CHE.lo.ambi.bare.wf.02.01.1,brapin,graminoid,2021-06-28,2021-06-16,EI,0,0.041062691765547964,224,4
CHE.lo.ambi.bare.wf.02.02.2,daucar,forb,2021-06-28,2021-06-21,EI,0,0.046896986399264505,152,3
CHE.lo.ambi.bare.wf.02.03.2,broere,graminoid,2021-06-28,2021-06-21,EI,0,0.03350072435218585,317,3
CHE.lo.ambi.bare.wf.02.04.2,broere,graminoid,2021-06-28,2021-06-21,EI,0,0.07949087498878057,477,4
CHE.lo.ambi.bare.wf.02.05.2,hypper,forb,2021-06-28,2021-06-21,EI,0,0.07134579422788047,72,36
CHE.lo.ambi.bare.wf.02.06.2,scacol,forb,2021-06-28,2021-06-21,EI,0,0.0066779082250256186,16,4
CHE.lo.ambi.bare.wf.02.07.2,broere,graminoid,2021-06-28,2021-06-21,EI,0,0.02977497531983746,244,3
CHE.lo.ambi.bare.wf.02.08.2,brapin,graminoid,2021-06-28,2021-06-21,EI,0,0.028095424272163345,140,4
CHE.lo.ambi.bare.wf.02.09.2,medlup,legume,2021-06-28,2021-06-21,EI,0,0.0101006566459606,39,4
CHE.lo.ambi.bare.wf.02.10.2,plamed,forb,2021-06-28,2021-06-21,EI,0,0.07863274157144787,50,5
CHE.lo.ambi.bare.wf.02.11.2,silvul,forb,2021-06-28,2021-06-21,EI,0,0.17565580670525674,109,27
CHE.lo.ambi.bare.wf.02.12.2,daucar,forb,2021-06-28,2021-06-21,EI,0,0.048759900822888246,172,3
CHE.lo.ambi.bare.wf.02.13.2,daucar,forb,2021-06-28,2021-06-21,EI,0,0.04786914337002733,129,3
CHE.lo.ambi.bare.wf.02.14.2,cenjac,forb,2021-06-28,2021-06-21,EI,0,0.08273625931079745,116,6
CHE.lo.ambi.bare.wf.02.15.2,hypper,forb,2021-06-28,2021-06-21,EI,0,0.14466022110106191,86,62
CHE.lo.ambi.bare.wf.02.16.2,brapin,graminoid,2021-06-28,2021-06-21,EI,0,0.02514470398098515,168,3
CHE.lo.ambi.bare.wf.02.17.2,plamed,forb,2021-06-28,2021-06-21,EI,0,0.03553378922457841,44,4
CHE.lo.ambi.bare.wf.02.18.2,hypper,forb,2021-06-28,2021-06-21,EI,0,0.022792412818897736,44,16
CHE.lo.ambi.bare.wf.02.19.1,salpra,forb,2021-06-28,2021-06-16,EI,0,0.04667278618308297,41,7
CHE.lo.ambi.bare.wf.02.20.2,silvul,forb,2021-06-28,2021-06-21,EI,0,0.07833359974228099,84,16
CHE.lo.ambi.bare.wf.02.21.2,medlup,legume,2021-06-28,2021-06-21,EI,0,0.07537716004289106,88,9
CHE.lo.ambi.bare.wf.02.22.2,silvul,forb,2021-06-28,2021-06-21,EI,0,0.026495164417948837,34,12
CHE.lo.ambi.bare.wf.02.23.2,scacol,forb,2021-06-28,2021-06-21,EI,0,0.03295767344481059,26,8
CHE.lo.ambi.bare.wf.02.24.2,scacol,forb,2021-06-28,2021-06-21,EI,0,0.0066453462100114265,12,8
CHE.lo.ambi.bare.wf.02.25.2,cenjac,forb,2021-06-28,2021-06-21,EI,0,0.07198627857894539,101,6
CHE.lo.ambi.bare.wf.02.26.2,salpra,forb,2021-06-28,2021-06-21,EI,0,0.2682725324207019,74,10
CHE.lo.ambi.bare.wf.02.27.2,medlup,legume,2021-06-28,2021-06-21,EI,0,0.04967099323639139,105,6
CHE.lo.ambi.bare.wf.02.28.1,salpra,forb,2021-06-28,2021-06-16,EI,0,0.017098728593569368,17,6
CHE.lo.ambi.bare.wf.02.29.2,plamed,forb,2021-06-28,2021-06-21,EI,0,0.16427283809294446,40,7
CHE.lo.ambi.bare.wf.02.30.2,cenjac,forb,2021-06-28,2021-06-21,EI,0,0.10479111404706704,117,7
CHE.lo.ambi.vege.wf.03.01.1,brapin,graminoid,2021-06-21,2021-06-16,CB,0,0.05277619567633795,213,4
CHE.lo.ambi.vege.wf.03.02.1,daucar,forb,2021-06-21,2021-06-16,CB,0,0.171678287258234,167,5
CHE.lo.ambi.vege.wf.03.03.1,broere,graminoid,2021-06-21,2021-06-16,CB,0,0.0462777891602051,260,4
CHE.lo.ambi.vege.wf.03.04.1,broere,graminoid,2021-06-21,2021-06-16,CB,0,0.05339114902298635,203,5
CHE.lo.ambi.vege.wf.03.05.1,hypper,forb,2021-06-21,2021-06-16,CB,0,0.04846979200474233,64,28
CHE.lo.ambi.vege.wf.03.06.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.06355559496199663,48,7
CHE.lo.ambi.vege.wf.03.07.1,broere,graminoid,2021-06-21,2021-06-21,CB,0,0.09871523841417007,253,7
CHE.lo.ambi.vege.wf.03.08.1,brapin,graminoid,2021-06-21,2021-06-16,CB,0,0.07103612074899578,259,5
CHE.lo.ambi.vege.wf.03.09.1,medlup,legume,2021-06-21,2021-06-16,CB,0,0.015304085519225649,60,4
CHE.lo.ambi.vege.wf.03.10.1,plamed,forb,2021-06-21,2021-06-16,CB,0,0.2662934110187774,73,6
CHE.lo.ambi.vege.wf.03.11.1,silvul,forb,2021-06-21,2021-06-16,CB,0,0.10146244070141364,96,18
CHE.lo.ambi.vege.wf.03.12.1,daucar,forb,2021-06-21,2021-06-16,CB,0,0.16001703565668804,182,5
CHE.lo.ambi.vege.wf.03.13.1,daucar,forb,2021-06-21,2021-06-16,CB,0,0.20848186986050968,152,6
CHE.lo.ambi.vege.wf.03.14.1,cenjac,forb,2021-06-21,2021-06-16,CB,0,0.0407605939588699,120,4
CHE.lo.ambi.vege.wf.03.15.1,hypper,forb,2021-06-21,2021-06-16,CB,0,0.05233088412116498,76,26
CHE.lo.ambi.vege.wf.03.16.1,brapin,graminoid,2021-06-21,2021-06-16,CB,0,0.08899986809165936,286,5
CHE.lo.ambi.vege.wf.03.17.1,plamed,forb,2021-06-21,2021-06-16,CB,0,0.25490087654530397,65,6
CHE.lo.ambi.vege.wf.03.18.1,hypper,forb,2021-06-21,2021-06-16,CB,0,0.04833188779502027,71,26
CHE.lo.ambi.vege.wf.03.19.1,salpra,forb,2021-06-21,2021-06-16,CB,0,0.21227106662479048,80,8
CHE.lo.ambi.vege.wf.03.20.1,silvul,forb,2021-06-21,2021-06-16,CB,0,0.041339831570811295,66,10
CHE.lo.ambi.vege.wf.03.21.1,medlup,legume,2021-06-21,2021-06-16,CB,0,0.02228875907987216,76,4
CHE.lo.ambi.vege.wf.03.22.1,silvul,forb,2021-06-21,2021-06-16,CB,0,0.14873397727803722,208,14
CHE.lo.ambi.vege.wf.03.23.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.03262807165682214,37,6
CHE.lo.ambi.vege.wf.03.24.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.04030223179249241,36,6
CHE.lo.ambi.vege.wf.03.25.1,cenjac,forb,2021-06-21,2021-06-16,CB,0,0.07053577821170223,141,5
CHE.lo.ambi.vege.wf.03.26.1,salpra,forb,2021-06-21,2021-06-16,CB,0,0.17677104877911037,213,9
CHE.lo.ambi.vege.wf.03.27.1,medlup,legume,2021-06-21,2021-06-16,CB,0,0.027046863512147325,76,5
CHE.lo.ambi.vege.wf.03.28.1,salpra,forb,2021-06-21,2021-06-16,CB,0,0.21222630971510928,79,8
CHE.lo.ambi.vege.wf.03.29.1,plamed,forb,2021-06-21,2021-06-16,CB,0,0.32555161656624726,58,8
CHE.lo.ambi.vege.wf.03.30.1,cenjac,forb,2021-06-21,2021-06-16,CB,0,0.08806533392129706,128,6
CHE.lo.ambi.bare.wf.03.01.2,brapin,graminoid,2021-06-28,2021-06-21,EI,0,0.07112791324776827,171,7
CHE.lo.ambi.bare.wf.03.02.2,daucar,forb,2021-06-28,2021-06-21,EI,0,0.15830447046256813,148,5
CHE.lo.ambi.bare.wf.03.03.2,broere,graminoid,2021-06-28,2021-06-21,EI,0,0.03507782049261464,193,4
CHE.lo.ambi.bare.wf.03.04.2,broere,graminoid,2021-06-28,2021-06-21,EI,0,0.04006170967897079,228,4
CHE.lo.ambi.bare.wf.03.05.2,hypper,forb,2021-06-28,2021-06-21,EI,0,0.12699811267907632,91,56
CHE.lo.ambi.bare.wf.03.06.2,scacol,forb,2021-06-28,2021-06-21,EI,0,0.001962726651286434,15,2
CHE.lo.ambi.bare.wf.03.07.2,broere,graminoid,2021-06-28,2021-06-21,EI,0,0.03856133691779586,304,3
CHE.lo.ambi.bare.wf.03.08.1,brapin,graminoid,2021-06-28,2021-06-16,EI,0,0.041800653174660383,256,3
CHE.lo.ambi.bare.wf.03.09.1,medlup,legume,2021-06-28,2021-06-16,EI,0,0.09177001321015392,69,10
CHE.lo.ambi.bare.wf.03.10.2,plamed,forb,2021-06-28,2021-06-21,EI,0,0.0975313361084766,48,5
CHE.lo.ambi.bare.wf.03.11.1,silvul,forb,2021-06-28,2021-06-16,EI,0,0.37266309655237834,159,42
CHE.lo.ambi.bare.wf.03.12.2,daucar,forb,2021-06-28,2021-06-24,EI,0,0.20237455083815578,164,5
CHE.lo.ambi.bare.wf.03.13.1,daucar,forb,2021-06-28,2021-06-16,EI,0,0.006448119687713005,83,2
CHE.lo.ambi.bare.wf.03.14.1,cenjac,forb,2021-06-28,2021-06-16,EI,0,0.04446462431791544,90,5
CHE.lo.ambi.bare.wf.03.15.2,hypper,forb,2021-06-28,2021-06-21,EI,0,0.02258928451686852,42,17
CHE.lo.ambi.bare.wf.03.16.1,brapin,graminoid,2021-06-28,2021-06-16,EI,0,0.07219609720344419,224,6
CHE.lo.ambi.bare.wf.03.17.1,plamed,forb,2021-06-28,2021-06-16,EI,0,0.015713662915434135,36,4
CHE.lo.ambi.bare.wf.03.18.1,hypper,forb,2021-06-28,2021-06-16,EI,0,0.03341821194047817,62,20
CHE.lo.ambi.bare.wf.03.19.1,salpra,forb,2021-06-28,2021-06-16,EI,0,0.04263537304781186,36,6
CHE.lo.ambi.bare.wf.03.20.2,silvul,forb,2021-06-28,2021-06-21,EI,0,0.20103758210654896,78,40
CHE.lo.ambi.bare.wf.03.21.1,medlup,legume,2021-06-28,2021-06-16,EI,0,0.021046775579662415,52,5
CHE.lo.ambi.bare.wf.03.22.2,silvul,forb,2021-06-28,2021-06-24,EI,0,0.06862460763559276,113,11
CHE.lo.ambi.bare.wf.03.23.3,scacol,forb,2021-06-28,2021-06-24,EI,0,0.012655478827546224,19,5
CHE.lo.ambi.bare.wf.03.24.2,scacol,forb,2021-06-28,2021-06-21,EI,0,0.01623973487716548,23,6
CHE.lo.ambi.bare.wf.03.25.1,cenjac,forb,2021-06-28,2021-06-16,EI,0,0.02043039540456696,60,4
CHE.lo.ambi.bare.wf.03.26.1,salpra,forb,2021-06-28,2021-06-16,EI,0,0.07893364508365519,58,7
CHE.lo.ambi.bare.wf.03.27.2,medlup,legume,2021-06-28,2021-06-24,EI,0,0.08625729868012187,117,8
CHE.lo.ambi.bare.wf.03.28.1,salpra,forb,2021-06-28,2021-06-16,EI,0,0.01683085476593616,25,5
CHE.lo.ambi.bare.wf.03.29.1,plamed,forb,2021-06-28,2021-06-16,EI,0,0.02696428733802435,48,4
CHE.lo.ambi.bare.wf.03.30.1,cenjac,forb,2021-06-28,2021-06-16,EI,0,0.02229127624102414,70,4
CHE.lo.ambi.vege.wf.04.01.1,brapin,graminoid,2021-06-21,2021-06-16,CB,0,0.039620807697770204,228,4
CHE.lo.ambi.vege.wf.04.02.1,daucar,forb,2021-06-21,2021-06-16,CB,0,0.3259014019450453,158,6
CHE.lo.ambi.vege.wf.04.03.1,broere,graminoid,2021-06-21,2021-06-16,CB,0,0.05255103051644483,274,4
CHE.lo.ambi.vege.wf.04.04.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.14658340857945723,392,7
CHE.lo.ambi.vege.wf.04.05.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.027246488652694294,84,14
CHE.lo.ambi.vege.wf.04.06.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.01959194391128432,24,6
CHE.lo.ambi.vege.wf.04.07.1,broere,graminoid,2021-06-21,2021-06-16,CB,0,0.13223689482570228,374,7
CHE.lo.ambi.vege.wf.04.08.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.1533409724460688,380,8
CHE.lo.ambi.vege.wf.04.09.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.016839903287693293,63,4
CHE.lo.ambi.vege.wf.04.10.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.2074400763330347,69,5
CHE.lo.ambi.vege.wf.04.11.1,silvul,forb,2021-06-21,2021-06-16,CB,0,0.15266773039324807,139,20
CHE.lo.ambi.vege.wf.04.12.1,daucar,forb,2021-06-21,2021-06-16,CB,0,0.16354209827954685,168,4
CHE.lo.ambi.vege.wf.04.13.1,daucar,forb,2021-06-21,2021-06-16,CB,0,0.09285045135885804,155,4
CHE.lo.ambi.vege.wf.04.14.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.12095199817151865,174,6
CHE.lo.ambi.vege.wf.04.15.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.036674681111326324,80,19
CHE.lo.ambi.vege.wf.04.16.1,brapin,graminoid,2021-06-21,2021-06-16,CB,0,0.06123648288105658,274,4
CHE.lo.ambi.vege.wf.04.17.1,plamed,forb,2021-06-21,2021-06-16,CB,0,0.36885795116232073,83,6
CHE.lo.ambi.vege.wf.04.18.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.035343634742556716,84,18
CHE.lo.ambi.vege.wf.04.19.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.15906084266782625,65,8
CHE.lo.ambi.vege.wf.04.20.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.15714304005678092,107,24
CHE.lo.ambi.vege.wf.04.21.1,medlup,legume,2021-06-21,2021-06-16,CB,0,0.016710357991272334,53,4
CHE.lo.ambi.vege.wf.04.22.1,silvul,forb,2021-06-21,2021-06-16,CB,0,0.32724411052660707,134,42
CHE.lo.ambi.vege.wf.04.23.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.013113896969086169,22,4
CHE.lo.ambi.vege.wf.04.24.1,scacol,forb,2021-06-21,2021-06-16,CB,0,0.07052769789596071,44,8
CHE.lo.ambi.vege.wf.04.25.1,cenjac,forb,2021-06-21,2021-06-16,CB,0,0.09471127855724464,138,6
CHE.lo.ambi.vege.wf.04.26.1,salpra,forb,2021-06-21,2021-06-16,CB,0,0.15313232448388495,58,10
CHE.lo.ambi.vege.wf.04.27.1,medlup,legume,2021-06-21,2021-06-16,CB,0,0.043332356118454624,75,7
CHE.lo.ambi.vege.wf.04.28.1,salpra,forb,2021-06-21,2021-06-16,EI,0,0.12378327986585601,68,8
CHE.lo.ambi.vege.wf.04.29.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.25077824676061605,70,5
CHE.lo.ambi.vege.wf.04.30.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.11462641272039086,171,6
CHE.lo.ambi.bare.wf.04.01.2,brapin,graminoid,2021-06-28,2021-06-22,EI,0,0.02251514980462399,160,3
CHE.lo.ambi.bare.wf.04.02.2,daucar,forb,2021-06-28,2021-06-22,EI,0,0.23918413081503578,150,5
CHE.lo.ambi.bare.wf.04.03.2,broere,graminoid,2021-06-28,2021-06-22,EI,0,0.05011959787816817,256,4
CHE.lo.ambi.bare.wf.04.04.2,broere,graminoid,2021-06-28,2021-06-22,EI,0,0.22511071037695796,479,9
CHE.lo.ambi.bare.wf.04.05.2,hypper,forb,2021-06-28,2021-06-22,EI,0,0.0625433485645451,63,34
CHE.lo.ambi.bare.wf.04.06.2,scacol,forb,2021-06-28,2021-06-22,EI,0,0.013688155125425277,25,4
CHE.lo.ambi.bare.wf.04.07.2,broere,graminoid,2021-06-28,2021-06-22,EI,0,0.047002996854112314,207,5
CHE.lo.ambi.bare.wf.04.08.2,brapin,graminoid,2021-06-28,2021-06-22,EI,0,0.03032003969643844,141,4
CHE.lo.ambi.bare.wf.04.09.1,medlup,legume,2021-06-28,2021-06-16,EI,0,0.012471457710960856,52,4
CHE.lo.ambi.bare.wf.04.10.2,plamed,forb,2021-06-28,2021-06-22,EI,0,0.17559665164432847,61,5
CHE.lo.ambi.bare.wf.04.11.2,silvul,forb,2021-06-28,2021-06-22,EI,0,0.04891654801387887,54,14
CHE.lo.ambi.bare.wf.04.12.2,daucar,forb,2021-06-28,2021-06-22,EI,0,0.06638111202547566,147,4
CHE.lo.ambi.bare.wf.04.13.2,daucar,forb,2021-06-28,2021-06-22,EI,0,0.14578577739806922,145,5
CHE.lo.ambi.bare.wf.04.14.2,cenjac,forb,2021-06-28,2021-06-22,EI,0,0.08289749896389381,155,5
CHE.lo.ambi.bare.wf.04.15.2,hypper,forb,2021-06-28,2021-06-22,EI,0,0.016335943939242304,31,15
CHE.lo.ambi.bare.wf.04.16.2,brapin,graminoid,2021-06-28,2021-06-22,EI,0,0.02203197035822798,119,4
CHE.lo.ambi.bare.wf.04.17.1,plamed,forb,2021-06-28,2021-06-16,EI,0,0.10281896219377538,46,6
CHE.lo.ambi.bare.wf.04.18.1,hypper,forb,2021-06-28,2021-06-16,EI,0,0.033610854235350276,48,29
CHE.lo.ambi.bare.wf.04.19.1,salpra,forb,2021-06-28,2021-06-16,EI,0,0.08067448132454444,49,7
CHE.lo.ambi.bare.wf.04.20.2,silvul,forb,2021-06-28,2021-06-22,EI,0,0.09099294637439147,54,25
CHE.lo.ambi.bare.wf.04.21.2,medlup,legume,2021-06-28,2021-06-28,EI,0,0.05713021874501002,87,7
CHE.lo.ambi.bare.wf.04.22.1,silvul,forb,2021-06-28,2021-06-16,EI,0,0.05133188382602681,54,15
CHE.lo.ambi.bare.wf.04.23.2,scacol,forb,2021-06-28,2021-06-24,EI,0,0.04183006843250556,35,8
CHE.lo.ambi.bare.wf.04.24.1,scacol,forb,2021-06-28,2021-06-16,EI,0,0.01639678072481806,26,5
CHE.lo.ambi.bare.wf.04.25.2,cenjac,forb,2021-06-28,2021-06-22,EI,0,0.1147261952245945,157,6
CHE.lo.ambi.bare.wf.04.26.1,salpra,forb,2021-06-28,2021-06-16,EI,0,0.06242643123118187,41,7
CHE.lo.ambi.bare.wf.04.27.2,medlup,legume,2021-06-28,2021-06-22,EI,0,0.0426009084854826,80,7
CHE.lo.ambi.bare.wf.04.28.2,salpra,forb,2021-06-28,2021-06-22,EI,0,0.11160113071618494,47,9
CHE.lo.ambi.bare.wf.04.29.2,plamed,forb,2021-06-28,2021-06-22,EI,0,0.05314324630430516,33,5
CHE.lo.ambi.bare.wf.04.30.2,cenjac,forb,2021-06-28,2021-06-22,EI,0,0.10599994631051428,115,7
CHE.lo.ambi.vege.wf.05.01.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.10841445638949572,261,7
CHE.lo.ambi.vege.wf.05.02.1,daucar,forb,2021-06-21,2021-06-16,EI,0,0.13742076089990465,155,4
CHE.lo.ambi.vege.wf.05.03.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.05200901486185587,274,4
CHE.lo.ambi.vege.wf.05.04.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.08516716189178816,244,7
CHE.lo.ambi.vege.wf.05.05.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.01417846807416442,60,10
CHE.lo.ambi.vege.wf.05.06.1,scacol,forb,2021-06-21,2021-06-16,EI,0,0.044481910633114095,40,6
CHE.lo.ambi.vege.wf.05.07.1,broere,graminoid,2021-06-21,2021-06-16,EI,0,0.06958127974217304,308,5
CHE.lo.ambi.vege.wf.05.08.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.12395950085519507,266,8
CHE.lo.ambi.vege.wf.05.09.1,medlup,legume,2021-06-21,2021-06-16,EI,0,0.009195759449770321,41,4
CHE.lo.ambi.vege.wf.05.10.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.18965519222105093,67,5
CHE.lo.ambi.vege.wf.05.11.1,silvul,forb,2021-06-21,2021-06-16,EI,0,0.06151852953152344,85,12
CHE.lo.ambi.vege.wf.05.12.1,daucar,forb,2021-06-21,2021-06-16,EI,0,0.2590185320045826,181,5
CHE.lo.ambi.vege.wf.05.13.1,daucar,forb,2021-06-21,2021-06-16,EI,0,0.0972897119949154,113,5
CHE.lo.ambi.vege.wf.05.14.1,cenjac,forb,2021-06-21,2021-06-16,EI,0,0.053208583542525174,108,5
CHE.lo.ambi.vege.wf.05.15.1,hypper,forb,2021-06-21,2021-06-16,EI,0,0.05680538075134695,108,26
CHE.lo.ambi.vege.wf.05.16.1,brapin,graminoid,2021-06-21,2021-06-16,EI,0,0.06845768093948065,216,6
CHE.lo.ambi.vege.wf.05.17.1,plamed,forb,2021-06-21,2021-06-16,EI,0,0.21248924241886277,72,5
