unique_plant_ID,species,functional_group,date_measurement,date_planting,collector,survival,flower_status,biomass_comb,number_seeds,height_vegetative_str,number_leaves,year
CHE.hi.ambi.bare.wf.06.04.1,broere,graminoid,2021-08-18,2021-06-17,CB,1,0,0.2938536688619433,0,176,26,2021
CHE.hi.ambi.bare.wf.06.05.1,hypper,forb,2021-08-18,2021-06-17,CB,1,0,0.39766494946891884,0,68,186,2021
CHE.hi.ambi.bare.wf.06.06.1,scacol,forb,2021-08-18,2021-06-17,CB,1,0,0.299306903833689,0,62,15,2021
CHE.hi.ambi.bare.wf.06.07.1,broere,graminoid,2021-08-18,2021-06-17,CB,1,0,0.2024859765709554,0,137,24,2021
CHE.hi.ambi.bare.wf.06.08.1,brapin,graminoid,2021-08-18,2021-06-17,CB,1,0,0.0081888799408942,0,24,9,2021
CHE.hi.ambi.bare.wf.06.09.1,medlup,legume,2021-08-18,2021-06-17,CB,1,0,0.12769175434705268,0,63,20,2021
CHE.hi.ambi.bare.wf.06.10.1,plamed,forb,2021-08-18,2021-06-17,CB,1,0,0.17798489244155255,0,26,11,2021
CHE.hi.ambi.bare.wf.06.11.1,silvul,forb,2021-08-18,2021-06-17,CB,1,0,0.7469046744666247,0,120,97,2021
CHE.hi.ambi.bare.wf.06.12.1,daucar,forb,2021-08-18,2021-06-17,CB,1,0,0.024484321073479625,0,50,4,2021
CHE.hi.ambi.bare.wf.06.13.1,daucar,forb,2021-08-18,2021-06-17,CB,1,0,0.16234598622003643,0,70,8,2021
CHE.hi.ambi.bare.wf.06.14.1,cenjac,forb,2021-08-18,2021-06-17,CB,1,0,0.07428814100403697,0,72,8,2021
CHE.hi.ambi.bare.wf.06.15.1,hypper,forb,2021-08-18,2021-06-17,CB,1,0,0.258487478714032,0,58,138,2021
CHE.hi.ambi.bare.wf.06.16.1,brapin,graminoid,2021-08-18,2021-06-17,CB,1,0,0.07473524784100409,0,50,30,2021
CHE.hi.ambi.bare.wf.06.17.1,plamed,forb,2021-08-18,2021-06-17,CB,1,0,0.245102321061958,0,50,10,2021
CHE.hi.ambi.bare.wf.06.18.1,hypper,forb,2021-08-18,2021-06-17,CB,1,0,0.12305802576891958,0,35,86,2021
CHE.hi.ambi.bare.wf.06.19.1,salpra,forb,2021-08-18,2021-06-17,CB,1,0,0.10163938238354911,0,41,10,2021
CHE.hi.ambi.bare.wf.06.20.1,silvul,forb,2021-08-18,2021-06-17,CB,1,0,0.5226992170786481,0,67,113,2021
CHE.hi.ambi.bare.wf.06.21.1,medlup,legume,2021-08-18,2021-06-17,CB,1,0,0.034918478620242846,0,38,7,2021
CHE.hi.ambi.bare.wf.06.22.1,silvul,forb,2021-08-18,2021-06-17,CB,1,0,0.3382862200316008,0,69,73,2021
CHE.hi.ambi.bare.wf.06.23.1,scacol,forb,2021-08-18,2021-06-17,CB,1,0,0.07324471556872389,0,31,12,2021
CHE.hi.ambi.bare.wf.06.24.1,scacol,forb,2021-08-18,2021-06-17,CB,1,0,0.08286282426915621,0,40,9,2021
CHE.hi.ambi.bare.wf.06.25.1,cenjac,forb,2021-08-18,2021-06-17,CB,1,0,0.08508781934460764,0,82,8,2021
CHE.hi.ambi.bare.wf.06.26.1,salpra,forb,2021-08-18,2021-06-17,CB,1,0,0.1381225208740492,0,46,10,2021
CHE.hi.ambi.bare.wf.06.27.1,medlup,legume,2021-08-18,2021-06-17,CB,1,0,0.02835279279075764,0,16,6,2021
CHE.hi.ambi.bare.wf.06.28.1,salpra,forb,2021-08-18,2021-06-17,CB,1,0,0.13020121116547095,0,44,10,2021
CHE.hi.ambi.bare.wf.06.29.1,plamed,forb,2021-08-18,2021-06-17,CB,1,0,0.15551900910132407,0,47,9,2021
CHE.hi.ambi.bare.wf.06.30.1,cenjac,forb,2021-08-18,2021-06-17,CB,1,0,0.11940733971238265,0,118,8,2021
CHE.hi.ambi.bare.wf.01.01.1,brapin,graminoid,2021-08-19,2021-06-17,PS,1,0,0.5484234856408812,0,108,64,2021
CHE.hi.ambi.bare.wf.01.02.1,daucar,forb,2021-08-19,2021-06-17,PS,0,NA,NA,NA,NA,NA,2021
CHE.hi.ambi.bare.wf.01.03.2,broere,graminoid,NA,2021-09-21,NA,NA,NA,NA,NA,NA,NA,2021
CHE.hi.ambi.bare.wf.01.04.1,broere,graminoid,2021-08-19,2021-06-17,PS,1,0,0.6074455723830231,0,156,45,2021
CHE.hi.ambi.bare.wf.01.05.1,hypper,forb,2021-08-19,2021-06-17,PS,1,0,0.31477697207418603,0,79,148,2021
CHE.hi.ambi.bare.wf.01.06.1,scacol,forb,2021-08-19,2021-06-17,PS,1,0,0.22879092015035116,0,63,13,2021
CHE.hi.ambi.bare.wf.01.07.1,broere,graminoid,2021-08-19,2021-06-17,PS,1,0,2.187043825355003,0,210,98,2021
CHE.hi.ambi.bare.wf.01.08.1,brapin,graminoid,2021-08-19,2021-06-17,PS,1,0,0.42699069391329586,0,164,42,2021
CHE.hi.ambi.bare.wf.01.09.1,medlup,legume,2021-08-19,2021-06-17,PS,1,1,0.4571239100507474,202.3,61,71,2021
CHE.hi.ambi.bare.wf.01.10.1,plamed,forb,2021-08-19,2021-06-17,PS,1,0,0.2691690872279341,0,41,10,2021
CHE.hi.ambi.bare.wf.01.11.1,silvul,forb,2021-08-19,2021-06-17,PS,1,1,4.291788365510673,697.3928571428572,190,400,2021
CHE.hi.ambi.bare.wf.01.12.1,daucar,forb,2021-08-19,2021-06-17,PS,1,0,0.9924920232592356,0,135,17,2021
CHE.hi.ambi.bare.wf.01.13.1,daucar,forb,2021-08-19,2021-06-17,PS,1,0,0.5010036826757103,0,110,12,2021
CHE.hi.ambi.bare.wf.01.14.1,cenjac,forb,2021-08-19,2021-06-17,PS,1,0,0.4251394766932617,0,134,17,2021
CHE.hi.ambi.bare.wf.01.15.1,hypper,forb,2021-08-19,2021-06-17,PS,1,0,0.5418371869903781,0,99,256,2021
CHE.hi.ambi.bare.wf.01.16.1,brapin,graminoid,2021-08-19,2021-06-17,PS,1,0,0.1395923405354279,0,118,24,2021
CHE.hi.ambi.bare.wf.01.17.1,plamed,forb,2021-08-19,2021-06-17,PS,1,0,0.3840083560861411,0,34,12,2021
CHE.hi.ambi.bare.wf.01.18.1,hypper,forb,2021-08-19,2021-06-17,PS,1,0,0.6358339568535023,0,79,280,2021
CHE.hi.ambi.bare.wf.01.19.1,salpra,forb,2021-08-19,2021-06-17,PS,1,0,0.34763079007014497,0,68,13,2021
CHE.hi.ambi.bare.wf.01.20.1,silvul,forb,2021-08-19,2021-06-17,PS,1,0,2.6035757609263386,0,119,328,2021
CHE.hi.ambi.bare.wf.01.21.1,medlup,legume,2021-08-19,2021-06-17,PS,1,0,0.1322585998889356,0,27,24,2021
CHE.hi.ambi.bare.wf.01.22.1,silvul,forb,2021-08-19,2021-06-17,PS,1,1,1.6735946831087527,1485.75,70,264,2021
CHE.hi.ambi.bare.wf.01.23.1,scacol,forb,2021-08-19,2021-06-17,PS,1,0,0.3934763404012243,0,49,25,2021
CHE.hi.ambi.bare.wf.01.24.1,scacol,forb,2021-08-19,2021-06-17,PS,1,0,0.1094016399388349,0,38,12,2021
CHE.hi.ambi.bare.wf.01.25.1,cenjac,forb,2021-08-19,2021-06-17,PS,1,0,0.11809348244505766,0,111,8,2021
CHE.hi.ambi.bare.wf.01.26.1,salpra,forb,2021-08-19,2021-06-17,PS,1,0,0.3686047420374106,0,60,17,2021
CHE.hi.ambi.bare.wf.01.27.1,medlup,legume,2021-08-19,2021-06-17,PS,1,0,0.21879840053479507,0,27,28,2021
CHE.hi.ambi.bare.wf.01.28.1,salpra,forb,2021-08-19,2021-06-17,PS,1,0,0.20519410692504098,0,52,13,2021
CHE.hi.ambi.bare.wf.01.29.1,plamed,forb,2021-08-19,2021-06-17,PS,1,0,0.25825776588717836,0,32,11,2021
CHE.hi.ambi.bare.wf.01.30.1,cenjac,forb,2021-08-19,2021-06-17,PS,1,0,0.08780400631568276,0,80,8,2021
CHE.hi.ambi.bare.wf.02.01.1,brapin,graminoid,2021-08-19,2021-06-17,CB,1,0,0.18604738042370403,0,110,27,2021
CHE.hi.ambi.bare.wf.02.02.1,daucar,forb,2021-08-19,2021-06-17,CB,1,0,1.2787934795158462,0,164,15,2021
CHE.hi.ambi.bare.wf.02.03.1,broere,graminoid,2021-08-19,2021-06-17,CB,1,0,0.4482937828053318,0,149,36,2021
CHE.hi.ambi.bare.wf.02.04.1,broere,graminoid,2021-08-19,2021-06-17,CB,1,0,0.4550099728227991,0,133,39,2021
CHE.hi.ambi.bare.wf.02.05.1,hypper,forb,2021-08-19,2021-06-17,CB,1,0,0.10894532753347286,0,39,76,2021
CHE.hi.ambi.bare.wf.02.06.1,scacol,forb,2021-08-19,2021-06-17,CB,1,0,0.23249362849096744,0,55,14,2021
CHE.hi.ambi.bare.wf.02.07.1,broere,graminoid,2021-08-19,2021-06-17,CB,1,0,0.6409930108910409,0,135,54,2021
CHE.hi.ambi.bare.wf.02.08.1,brapin,graminoid,2021-08-19,2021-06-17,CB,1,0,0.09210013029555154,0,60,29,2021
CHE.hi.ambi.bare.wf.02.09.1,medlup,legume,2021-08-19,2021-06-17,CB,1,0,0.13799219219438083,0,48,16,2021
CHE.hi.ambi.bare.wf.02.10.1,plamed,forb,2021-08-19,2021-06-17,CB,1,0,0.3747255664460712,0,46,11,2021
CHE.hi.ambi.bare.wf.02.11.1,silvul,forb,2021-08-19,2021-06-17,CB,1,1,1.3492883790489159,151.60714285714286,146,138,2021
CHE.hi.ambi.bare.wf.02.12.1,daucar,forb,2021-08-19,2021-06-17,CB,1,0,0.3679142995927806,0,105,10,2021
CHE.hi.ambi.bare.wf.02.13.1,daucar,forb,2021-08-19,2021-06-17,CB,1,0,0.38953820488420166,0,115,9,2021
CHE.hi.ambi.bare.wf.02.14.1,cenjac,forb,2021-08-19,2021-06-17,CB,1,0,0.16502258368734435,0,95,11,2021
CHE.hi.ambi.bare.wf.02.15.1,hypper,forb,2021-08-19,2021-06-17,CB,1,0,0.17758975074608865,0,40,118,2021
CHE.hi.ambi.bare.wf.02.16.1,brapin,graminoid,2021-08-19,2021-06-17,CB,1,0,0.13545505986819403,0,115,23,2021
CHE.hi.ambi.bare.wf.02.17.1,plamed,forb,2021-08-19,2021-06-17,CB,1,0,0.42169288718273873,0,40,12,2021
CHE.hi.ambi.bare.wf.02.18.1,hypper,forb,2021-08-19,2021-06-17,CB,1,0,0.3777049180917263,0,85,186,2021
CHE.hi.ambi.bare.wf.02.19.1,salpra,forb,2021-08-19,2021-06-17,CB,1,0,0.16338402546963535,0,41,13,2021
CHE.hi.ambi.bare.wf.02.20.1,silvul,forb,2021-08-19,2021-06-17,CB,1,0,0.7213317910210583,0,74,140,2021
CHE.hi.ambi.bare.wf.02.21.1,medlup,legume,2021-08-19,2021-06-17,CB,1,0,0.08484858126278569,0,16,18,2021
CHE.hi.ambi.bare.wf.02.22.1,silvul,forb,2021-08-19,2021-06-17,CB,1,1,2.061837116405816,1425.107142857143,205,104,2021
CHE.hi.ambi.bare.wf.02.23.1,scacol,forb,2021-08-19,2021-06-17,CB,1,0,0.20602124564579705,0,57,12,2021
CHE.hi.ambi.bare.wf.02.24.1,scacol,forb,2021-08-19,2021-06-17,CB,1,0,0.4033494917887304,0,80,14,2021
CHE.hi.ambi.bare.wf.02.25.1,cenjac,forb,2021-08-19,2021-06-17,CB,1,0,0.20097692224256533,0,125,11,2021
CHE.hi.ambi.bare.wf.02.26.2,salpra,forb,2021-08-19,2021-06-22,CB,1,0,0.12440090587530456,0,43,11,2021
CHE.hi.ambi.bare.wf.02.27.1,medlup,legume,2021-08-19,2021-06-17,CB,1,0,0.04802064808330799,0,20,12,2021
CHE.hi.ambi.bare.wf.02.28.1,salpra,forb,2021-08-19,2021-06-17,CB,1,0,0.15901178060528043,0,53,9,2021
CHE.hi.ambi.bare.wf.02.29.1,plamed,forb,2021-08-19,2021-06-17,CB,1,0,0.3312957449976097,0,37,12,2021
CHE.hi.ambi.bare.wf.02.30.2,cenjac,forb,2021-08-19,2021-06-22,CB,1,0,0.10637672315990966,0,101,8,2021
CHE.hi.warm.bare.wf.03.01.1,brapin,graminoid,2021-08-18,2021-06-17,CB,1,0,0.13162752414106482,0,112,27,2021
CHE.hi.warm.bare.wf.03.02.1,daucar,forb,2021-08-18,2021-06-17,CB,1,0,0.4815023666514544,0,117,11,2021
CHE.hi.warm.bare.wf.03.03.1,broere,graminoid,2021-08-18,2021-06-17,CB,1,0,0.1959542130097098,0,86,33,2021
CHE.hi.warm.bare.wf.03.04.1,broere,graminoid,2021-08-18,2021-06-17,CB,1,0,0.14103254158557596,0,54,34,2021
CHE.hi.warm.bare.wf.03.05.1,hypper,forb,2021-08-18,2021-06-17,CB,1,0,0.4029569712160184,0,78,176,2021
CHE.hi.warm.bare.wf.03.06.1,scacol,forb,2021-08-18,2021-06-17,CB,1,0,0.16698541948387166,0,37,16,2021
CHE.hi.warm.bare.wf.03.07.1,broere,graminoid,2021-08-18,2021-06-17,CB,1,0,0.5465462116718631,0,214,37,2021
CHE.hi.warm.bare.wf.03.08.1,brapin,graminoid,2021-08-18,2021-06-17,CB,1,0,0.5292444027739437,0,182,39,2021
CHE.hi.warm.bare.wf.03.09.1,medlup,legume,2021-08-18,2021-06-17,CB,1,1,0.15587970061837844,23.8,45,34,2021
CHE.hi.warm.bare.wf.03.10.1,plamed,forb,2021-08-18,2021-06-17,CB,1,0,0.20462887316060258,0,31,11,2021
CHE.hi.warm.bare.wf.03.11.1,silvul,forb,2021-08-18,2021-06-17,CB,1,0,0.08403628244835326,0,55,24,2021
CHE.hi.warm.bare.wf.03.12.1,daucar,forb,2021-08-18,2021-06-17,CB,1,0,0.22868804662638592,0,108,8,2021
CHE.hi.warm.bare.wf.03.13.1,daucar,forb,2021-08-18,2021-06-17,CB,1,0,0.27933574992623367,0,120,8,2021
CHE.hi.warm.bare.wf.03.14.1,cenjac,forb,2021-08-18,2021-06-17,CB,1,0,0.348495582761046,0,135,15,2021
CHE.hi.warm.bare.wf.03.15.1,hypper,forb,2021-08-18,2021-06-17,CB,1,0,0.4445865735060083,0,64,216,2021
CHE.hi.warm.bare.wf.03.16.1,brapin,graminoid,2021-08-18,2021-06-17,CB,1,0,0.09031311304050203,0,56,27,2021
CHE.hi.warm.bare.wf.03.17.1,plamed,forb,2021-08-18,2021-06-17,CB,1,0,0.22695429302816242,0,31,12,2021
CHE.hi.warm.bare.wf.03.18.1,hypper,forb,2021-08-18,2021-06-17,CB,1,0,0.42624632327082346,0,74,196,2021
CHE.hi.warm.bare.wf.03.19.1,salpra,forb,2021-08-18,2021-06-17,CB,1,0,0.17737702313949594,0,47,12,2021
CHE.hi.warm.bare.wf.03.20.1,silvul,forb,2021-08-18,2021-06-17,CB,1,1,2.4452045382902217,212.25,241,180,2021
CHE.hi.warm.bare.wf.03.21.1,medlup,legume,2021-08-18,2021-06-17,CB,1,1,0.3528686213006526,95.2,61,65,2021
CHE.hi.warm.bare.wf.03.22.1,silvul,forb,2021-08-18,2021-06-17,CB,1,1,1.5658317769982422,212.25,198,126,2021
CHE.hi.warm.bare.wf.03.23.1,scacol,forb,2021-08-18,2021-06-17,CB,1,0,0.1094016399388349,0,38,12,2021
CHE.hi.warm.bare.wf.03.24.1,scacol,forb,2021-08-18,2021-06-17,CB,1,0,0.13200010147604646,0,42,12,2021
CHE.hi.warm.bare.wf.03.25.1,cenjac,forb,2021-08-18,2021-06-17,CB,1,0,0.2133588228268045,0,110,12,2021
CHE.hi.warm.bare.wf.03.26.1,salpra,forb,2021-08-18,2021-06-17,CB,1,0,0.11330230976710845,0,40,10,2021
CHE.hi.warm.bare.wf.03.27.1,medlup,legume,2021-08-18,2021-06-17,CB,1,1,0.20003019948620332,71.4,27,45,2021
CHE.hi.warm.bare.wf.03.28.1,salpra,forb,2021-08-18,2021-06-17,CB,1,0,0.07444087510021093,0,36,7,2021
CHE.hi.warm.bare.wf.03.29.1,plamed,forb,2021-08-18,2021-06-17,CB,1,0,0.360373666188697,0,37,12,2021
CHE.hi.warm.bare.wf.03.30.1,cenjac,forb,2021-08-18,2021-06-17,CB,1,0,0.15931109575910704,0,112,10,2021
CHE.hi.ambi.bare.wf.03.01.1,brapin,graminoid,2021-08-19,2021-06-17,CB,1,0,0.1535915611459422,0,131,23,2021
CHE.hi.ambi.bare.wf.03.02.1,daucar,forb,2021-08-19,2021-06-17,CB,1,0,0.11265306535974814,0,111,6,2021
CHE.hi.ambi.bare.wf.03.03.2,broere,graminoid,NA,2021-09-21,NA,NA,NA,NA,NA,NA,NA,2021
CHE.hi.ambi.bare.wf.03.04.1,broere,graminoid,2021-08-19,2021-06-17,CB,1,0,0.30615387404596006,0,136,28,2021
CHE.hi.ambi.bare.wf.03.05.1,hypper,forb,2021-08-19,2021-06-17,CB,1,0,0.1587780873875253,0,35,114,2021
CHE.hi.ambi.bare.wf.03.06.1,scacol,forb,2021-08-19,2021-06-17,CB,1,0,0.19237197822519228,0,43,18,2021
CHE.hi.ambi.bare.wf.03.07.1,broere,graminoid,2021-08-19,2021-06-17,CB,1,0,0.5478126142051264,0,187,35,2021
CHE.hi.ambi.bare.wf.03.08.1,brapin,graminoid,2021-08-19,2021-06-17,CB,1,0,0.15219978478233392,0,104,30,2021
CHE.hi.ambi.bare.wf.03.09.1,medlup,legume,2021-08-19,2021-06-17,CB,1,0,0.2602262048745247,0,30,24,2021
CHE.hi.ambi.bare.wf.03.10.1,plamed,forb,2021-08-19,2021-06-17,CB,1,0,0.09343037183716578,0,28,8,2021
CHE.hi.ambi.bare.wf.03.11.1,silvul,forb,2021-08-19,2021-06-17,CB,1,1,1.9054133596096035,30.321428571428573,217,138,2021
CHE.hi.ambi.bare.wf.03.12.1,daucar,forb,2021-08-19,2021-06-17,CB,1,0,0.09239583532075718,0,104,7,2021
CHE.hi.ambi.bare.wf.03.13.1,daucar,forb,2021-08-19,2021-06-17,CB,1,0,0.05970780387527546,0,78,7,2021
CHE.hi.ambi.bare.wf.03.14.1,cenjac,forb,2021-08-19,2021-06-17,CB,1,0,0.1806227131357395,0,145,9,2021
CHE.hi.ambi.bare.wf.03.15.1,hypper,forb,2021-08-19,2021-06-17,CB,1,0,0.2892047037179909,0,43,174,2021
CHE.hi.ambi.bare.wf.03.16.1,brapin,graminoid,2021-08-19,2021-06-17,CB,1,0,0.198052505696005,0,129,29,2021
CHE.hi.ambi.bare.wf.03.17.1,plamed,forb,2021-08-19,2021-06-17,CB,1,0,0.11259094177582431,0,25,10,2021
CHE.hi.ambi.bare.wf.03.18.1,hypper,forb,2021-08-19,2021-06-17,CB,1,0,0.2869178362437857,0,50,168,2021
CHE.hi.ambi.bare.wf.03.19.1,salpra,forb,2021-08-19,2021-06-17,CB,1,0,0.11966253065943036,0,48,11,2021
CHE.hi.ambi.bare.wf.03.20.1,silvul,forb,2021-08-19,2021-06-17,CB,1,1,0.31165090516615335,90.96428571428572,40,126,2021
CHE.hi.ambi.bare.wf.03.21.1,medlup,legume,2021-08-19,2021-06-17,CB,1,0,0.20565672421213185,0,30,25,2021
CHE.hi.ambi.bare.wf.03.22.1,silvul,forb,2021-08-19,2021-06-17,CB,1,1,1.2011446815124107,576.1071428571429,131,118,2021
CHE.hi.ambi.bare.wf.03.23.1,scacol,forb,2021-08-19,2021-06-17,CB,1,0,0.1804390133841492,0,51,12,2021
CHE.hi.ambi.bare.wf.03.24.1,scacol,forb,2021-08-19,2021-06-17,CB,1,0,0.11239386279493598,0,49,9,2021
CHE.hi.ambi.bare.wf.03.25.1,cenjac,forb,2021-08-19,2021-06-17,CB,1,0,0.0871778977384184,0,78,8,2021
CHE.hi.ambi.bare.wf.03.26.1,salpra,forb,2021-08-19,2021-06-17,CB,1,0,0.13341185116797505,0,46,10,2021
CHE.hi.ambi.bare.wf.03.27.1,medlup,legume,2021-08-19,2021-06-17,CB,1,0,0.24816643470094915,0,29,45,2021
CHE.hi.ambi.bare.wf.03.28.1,salpra,forb,2021-08-19,2021-06-17,CB,1,0,0.09562687928678318,0,34,10,2021
CHE.hi.ambi.bare.wf.03.29.1,plamed,forb,2021-08-19,2021-06-17,CB,1,0,0.30855514128374195,0,37,11,2021
CHE.hi.ambi.bare.wf.03.30.1,cenjac,forb,2021-08-19,2021-06-17,CB,1,0,0.0614879999696945,0,68,7,2021
CHE.hi.ambi.bare.wf.04.01.1,brapin,graminoid,2021-08-19,2021-06-17,PS,1,0,0.2591128533135101,0,151,24,2021
CHE.hi.ambi.bare.wf.04.02.2,daucar,forb,2021-08-19,2021-06-23,PS,1,0,0.16148899877227138,0,102,7,2021
CHE.hi.ambi.bare.wf.04.03.1,broere,graminoid,2021-08-19,2021-06-17,PS,0,NA,NA,NA,NA,NA,2021
CHE.hi.ambi.bare.wf.04.04.1,broere,graminoid,2021-08-19,2021-06-17,PS,1,0,0.031180131234767528,0,108,6,2021
CHE.hi.ambi.bare.wf.04.05.1,hypper,forb,2021-08-19,2021-06-17,PS,1,0,0.19960993722263304,0,76,98,2021
CHE.hi.ambi.bare.wf.04.06.1,scacol,forb,2021-08-19,2021-06-17,PS,1,0,0.08584347133256122,0,26,14,2021
CHE.hi.ambi.bare.wf.04.07.1,broere,graminoid,2021-08-19,2021-06-17,PS,1,0,0.04618437190375321,0,61,14,2021
CHE.hi.ambi.bare.wf.04.08.1,brapin,graminoid,2021-08-19,2021-06-17,PS,1,0,0.05304954204351473,0,54,22,2021
CHE.hi.ambi.bare.wf.04.09.2,medlup,legume,2021-08-19,2021-06-23,PS,1,0,0.4063843903202284,0,54,35,2021
CHE.hi.ambi.bare.wf.04.10.2,plamed,forb,2021-08-19,2021-06-23,PS,1,0,0.3671155944137592,0,31,13,2021
CHE.hi.ambi.bare.wf.04.11.2,silvul,forb,NA,2021-09-21,NA,NA,NA,NA,NA,NA,NA,2021
CHE.hi.ambi.bare.wf.04.12.2,daucar,forb,NA,2021-09-21,NA,NA,NA,NA,NA,NA,NA,2021
CHE.hi.ambi.bare.wf.04.13.2,daucar,forb,NA,2021-09-21,NA,NA,NA,NA,NA,NA,NA,2021
CHE.hi.ambi.bare.wf.04.14.2,cenjac,forb,2021-08-19,2021-06-23,PS,1,0,0.1274718245488919,0,106,9,2021
CHE.hi.ambi.bare.wf.04.15.1,hypper,forb,2021-08-19,2021-06-17,PS,1,0,0.21242740679285366,0,55,120,2021
CHE.hi.ambi.bare.wf.04.16.1,brapin,graminoid,2021-08-19,2021-06-17,PS,1,0,0.18148807271098877,0,120,29,2021
CHE.hi.ambi.bare.wf.04.17.1,plamed,forb,2021-08-19,2021-06-17,PS,1,0,0.09638370923928133,0,24,10,2021
CHE.hi.ambi.bare.wf.04.18.2,hypper,forb,2021-08-19,2021-06-23,PS,1,0,0.2268146008569086,0,78,112,2021
CHE.hi.ambi.bare.wf.04.19.1,salpra,forb,2021-08-19,2021-06-17,PS,1,0,0.16653588281384654,0,50,11,2021
CHE.hi.ambi.bare.wf.04.20.2,silvul,forb,NA,2021-09-21,NA,NA,NA,NA,NA,NA,NA,2021
CHE.hi.ambi.bare.wf.04.21.1,medlup,legume,2021-08-19,2021-06-17,PS,1,0,0.13485491017779042,0,44,27,2021
CHE.hi.ambi.bare.wf.04.22.1,silvul,forb,2021-08-19,2021-06-17,PS,1,1,2.252353059304164,394.17857142857144,176,312,2021
CHE.hi.ambi.bare.wf.04.23.2,scacol,forb,2021-08-19,2021-06-23,PS,1,0,0.11861301449158176,0,41,11,2021
CHE.hi.ambi.bare.wf.04.24.2,scacol,forb,2021-08-19,2021-06-23,PS,1,0,0.1505798101484266,0,46,13,2021
CHE.hi.ambi.bare.wf.04.25.2,cenjac,forb,2021-08-19,2021-06-23,PS,1,0,0.07791222416120884,0,74,8,2021
CHE.hi.ambi.bare.wf.04.26.1,salpra,forb,2021-08-19,2021-06-17,PS,1,0,0.03274083181381342,0,21,7,2021
CHE.hi.ambi.bare.wf.04.27.1,medlup,legume,2021-08-19,2021-06-17,PS,1,0,0.11609549151874238,0,21,23,2021
CHE.hi.ambi.bare.wf.04.28.2,salpra,forb,2021-08-19,2021-06-23,PS,1,0,0.10299476846433578,0,35,11,2021
CHE.hi.ambi.bare.wf.04.29.1,plamed,forb,2021-08-19,2021-06-17,PS,1,0,0.24892708337749547,0,30,14,2021
CHE.hi.ambi.bare.wf.04.30.2,cenjac,forb,2021-08-19,2021-06-23,PS,1,0,0.09766096352014182,0,85,9,2021
CHE.hi.warm.bare.wf.04.01.1,brapin,graminoid,2021-08-18,2021-06-17,PS,1,0,0.23569817715112734,0,164,29,2021
CHE.hi.warm.bare.wf.04.02.1,daucar,forb,2021-08-18,2021-06-17,PS,1,0,0.38659920387575847,0,101,11,2021
CHE.hi.warm.bare.wf.04.03.1,broere,graminoid,2021-08-18,2021-06-17,PS,1,0,0.5951129438864556,0,280,34,2021
CHE.hi.warm.bare.wf.04.04.1,broere,graminoid,2021-08-18,2021-06-17,PS,1,0,0.6631807831264629,0,172,43,2021
CHE.hi.warm.bare.wf.04.05.1,hypper,forb,2021-08-18,2021-06-17,PS,1,0,0.6526936958525373,0,116,232,2021
CHE.hi.warm.bare.wf.04.06.1,scacol,forb,2021-08-18,2021-06-17,PS,1,0,0.05897002813630448,0,30,9,2021
CHE.hi.warm.bare.wf.04.07.1,broere,graminoid,2021-08-18,2021-06-17,PS,1,0,0.7572874826190585,0,250,50,2021
CHE.hi.warm.bare.wf.04.08.1,brapin,graminoid,2021-08-18,2021-06-17,PS,1,0,0.3621117790083104,0,200,29,2021
CHE.hi.warm.bare.wf.04.09.1,medlup,legume,2021-08-18,2021-06-17,PS,1,1,0.17762770013110954,47.6,154,36,2021
CHE.hi.warm.bare.wf.04.10.1,plamed,forb,2021-08-18,2021-06-17,PS,1,0,0.3852502338916206,0,42,12,2021
CHE.hi.warm.bare.wf.04.11.1,silvul,forb,2021-08-18,2021-06-17,PS,1,1,1.8476074401010774,333.5357142857143,139,256,2021
CHE.hi.warm.bare.wf.04.12.1,daucar,forb,2021-08-18,2021-06-17,PS,1,0,0.37785103121570035,0,93,10,2021
CHE.hi.warm.bare.wf.04.13.1,daucar,forb,2021-08-18,2021-06-17,PS,1,0,1.2125491074661334,0,104,19,2021
CHE.hi.warm.bare.wf.04.14.1,cenjac,forb,2021-08-18,2021-06-17,PS,1,0,0.07750024381218806,0,71,8,2021
CHE.hi.warm.bare.wf.04.15.1,hypper,forb,2021-08-18,2021-06-17,PS,1,0,0.6525721191760656,0,94,264,2021
CHE.hi.warm.bare.wf.04.16.1,brapin,graminoid,2021-08-18,2021-06-17,PS,1,0,0.3878154856330054,0,184,35,2021
CHE.hi.warm.bare.wf.04.17.1,plamed,forb,2021-08-18,2021-06-17,PS,1,0,0.3693317362663924,0,31,16,2021
CHE.hi.warm.bare.wf.04.18.1,hypper,forb,2021-08-18,2021-06-17,PS,1,0,0.5075326199373182,0,86,216,2021
CHE.hi.warm.bare.wf.04.19.1,salpra,forb,2021-08-18,2021-06-17,PS,1,0,0.15316749634396234,0,35,12,2021
CHE.hi.warm.bare.wf.04.20.1,silvul,forb,2021-08-18,2021-06-17,PS,1,1,3.650160525176378,970.2857142857143,201,330,2021
CHE.hi.warm.bare.wf.04.21.1,medlup,legume,2021-08-18,2021-06-17,PS,1,1,0.8095077866136281,309.40000000000003,105,74,2021
CHE.hi.warm.bare.wf.04.22.1,silvul,forb,2021-08-18,2021-06-17,PS,1,1,1.1857872411049206,636.75,93,192,2021
CHE.hi.warm.bare.wf.04.23.1,scacol,forb,2021-08-18,2021-06-17,PS,1,0,0.12233291853593706,0,48,11,2021
CHE.hi.warm.bare.wf.04.24.1,scacol,forb,2021-08-18,2021-06-17,PS,1,0,0.25397890891333985,0,49,18,2021
